Customer ID,Recency,Frequency,Monetary,future_spend_3m,predicted_clv
12627,5,5,2727.83,1750.7,98.9682639973573
12629,295,2,1558.22,0.0,0.6534265630307299
12631,365,5,2841.07,640.5,120.66599570336908
12632,430,2,804.88,0.0,1.273960057549942
12633,39,6,5462.93,215.23,183.68758057973315
12634,445,2,490.0,0.0,0.5647331931172206
12635,64,3,1924.87,1005.54,37.57681547139949
12636,648,1,141.0,0.0,0.7762041080730164
12637,1,11,7981.91,358.4,1019.6667384823646
12638,549,1,249.8,671.69,0.7622530168302395
12639,148,3,1312.37,0.0,1.456874443126996
12641,24,1,185.9,0.0,-0.011348169441126635
12642,17,1,366.45,646.81,116.87386854507525
12643,37,12,8350.42,0.0,32.666996682122395
12644,39,4,1918.49,0.0,2.8765954377134153
12645,19,7,3074.98,464.32,508.20909501346966
12647,35,33,17088.24,836.11,677.5179566328139
12648,64,4,1112.0,0.0,18.501566439662124
12649,16,8,2294.65,0.0,22.00528994083282
12651,244,4,377.75,0.0,0.6172084912073712
12652,240,2,1017.03,0.0,1.449015776317014
12653,58,3,4160.83,0.0,3.5434984684227455
12654,107,3,337.75,264.23,21.34757679314164
12655,333,1,261.35,0.0,1.8655685108585343
12656,25,6,5177.33,1230.5,78.13347794449103
12661,345,1,162.0,0.0,0.6624868077021646
12662,16,16,5791.900000000001,1196.12,239.27591960723984
12663,534,2,239.4,0.0,0.35520713938069726
12664,53,5,3145.64,2924.4,448.1123978333054
12665,234,3,313.6,0.0,0.6564827673646421
12666,303,1,1248.42,0.0,2.557342759547726
12668,168,9,10562.0,882.6800000000001,957.467382255308
12669,60,3,2744.03,0.0,19.916785040533988
12670,8,5,2398.71,1361.58,208.99892518192843
12671,515,1,2622.481,0.0,-0.694563647280098
12672,239,2,437.05,0.0,4.1339774134076555
12673,236,2,840.4,389.62,5.908283689400056
12674,1,3,1402.0,568.6,39.02792594081118
12675,463,2,958.5,0.0,0.2824466639771485
12676,33,9,2509.75,333.34000000000003,252.9100885055071
12677,464,2,395.1,0.0,0.3147690963744796
12678,10,18,24934.98,9346.2,2671.535586057205
12679,115,2,906.38,206.64,104.49072775038766
12680,22,1,311.78,569.03,17.455154953024312
12681,61,38,26947.32,3920.96,557.0523645969719
12682,10,41,19965.61,4068.3,5530.280943894142
12683,2,18,10842.4,1854.38,1138.7717617181634
12684,80,4,1379.48,904.15,54.132138575966735
12685,2,2,1606.42,1256.66,135.8785521108136
12686,281,1,178.28,0.0,-0.03205723751403877
12687,390,2,2138.91,0.0,0.8223187739680131
12688,23,1,4873.81,0.0,9.724725355802564
12689,37,1,511.03,736.5799999999999,3.3436284411216937
12690,115,1,389.01,0.0,26.29730394814575
12691,54,5,690.9,479.5,17.27521129053542
12692,546,1,110.95,0.0,0.24743567157370114
12693,36,7,1703.02,0.0,6.904392318207972
12694,92,2,1413.18,430.17,152.56545648985875
12695,16,5,1158.92,248.2,55.72574415676462
12696,344,2,851.91,0.0,1.2067006395263395
12697,40,2,733.91,223.68,12.240679652416489
12698,499,1,339.75,0.0,-0.03808525746496756
12699,327,1,638.11,0.0,20.773560769067025
12700,65,2,2149.05,2790.94,46.350630004156685
12701,151,5,1985.78,460.63,115.87573553003358
12703,542,3,722.98,283.55,9.449250482624263
12704,15,3,1100.92,1239.92,49.87424419161949
12705,67,9,9056.33,2705.77,1591.0325539969244
12707,201,1,603.42,0.0,2.9977445893645887
12708,11,15,4632.96,681.14,915.7809291542918
12709,5,30,28587.61,2505.73,2996.1647386530076
12710,6,3,1149.02,0.0,75.25896694583322
12711,521,2,1339.05,0.0,6.5739495407713
12712,16,19,6710.610000000001,483.05,1041.0223583888894
12714,16,11,12774.55,1319.16,636.6362745690283
12715,15,1,353.86,0.0,33.72647251946523
12716,42,1,677.9,375.59,12.702272132114343
12717,60,3,1308.91,0.0,7.408936618739991
12720,3,22,6168.78,2091.89,2294.815259145174
12721,92,6,3055.86,957.22,440.1896575953125
12722,24,3,929.65,67.98,73.11917017565484
12724,82,5,1566.47,751.0500000000001,50.28981921342929
12725,280,4,2694.56,0.0,16.843127049388123
12726,94,9,2872.82,1141.78,366.8383996564052
12727,4,9,5036.53,643.0,195.44917063358298
12728,166,4,851.15,219.02,26.472986261581617
12729,23,1,453.01,0.0,12.24962177905696
12730,431,1,829.25,0.0,1.800276476930958
12731,53,13,18204.05,7571.66,1204.4347139583788
12732,89,1,236.26,0.0,8.2834893696952
12733,143,4,2424.87,0.0,24.094620743084203
12734,262,3,639.65,0.0,2.4448083640441576
12735,224,2,779.5699999999999,0.0,9.034513151281173
12736,242,1,234.0,0.0,1.317144343264577
12737,408,2,3710.5,0.0,-0.8221071199252883
12738,281,1,310.7,0.0,2.4262665687882605
12739,8,3,2689.23,37.5,68.00143812734267
12741,438,2,406.07,0.0,0.7831505562760261
12742,535,1,1201.52,0.0,1.4137102325072881
12743,43,2,546.43,0.0,1.6745088361887315
12744,54,9,18249.74,7067.32,2264.563330308968
12745,396,3,925.41,0.0,0.32212998248195424
12746,450,1,254.55,0.0,1.0940947957630565
12747,19,23,7849.93,1426.61,1722.568335222072
12748,0,259,36987.41,19611.98,9802.967803149342
12749,40,7,5561.71,1335.65,256.42199601670643
12750,38,1,275.88,0.0,15.80843871306175
12751,354,1,268.27,0.0,32.08490172703134
12753,45,5,16620.91,4808.48,1683.545550479681
12754,145,3,3010.74,0.0,12.8687157350513
12755,190,11,9030.66,0.0,297.6246679191131
12757,52,7,5281.08,2576.02,278.0821210517154
12758,26,7,9903.24,0.0,227.98028430076104
12759,81,7,4571.82,448.92,939.5530388436612
12760,365,1,347.8,0.0,4.383838162348952
12761,367,2,782.95,0.0,0.5599120623717291
12763,47,2,814.16,0.0,8.83017518378492
12764,226,1,1693.88,0.0,1.0989171301915683
12765,381,6,1404.58,0.0,1.3731345535296704
12766,58,7,8030.84,2037.44,3634.721301197302
12767,285,1,949.82,0.0,3.0544529612349693
12768,360,1,168.69000000000003,0.0,0.5410014088313784
12769,148,1,1143.6,0.0,1.8801231110731975
12770,120,2,3246.45,0.0,1.782694317184593
12771,395,1,282.3,0.0,0.3867986385504951
12773,473,1,124.25,0.0,0.3356798906899496
12774,445,1,98.7,0.0,0.25233589678046464
12775,99,6,1464.76,221.36,62.903925957210824
12776,577,1,55.5,0.0,0.5787333618989758
12777,367,1,519.45,0.0,2.4183093753095855
12778,92,7,1445.51,330.17,235.92744099893622
12779,99,13,5740.32,981.95,1841.314870099121
12780,508,1,337.4,0.0,-0.2521922441038168
12781,194,1,549.26,277.48,6.840653072852031
12782,59,10,4365.99,252.25,1408.166946169638
12784,438,1,1230.33,574.42,6.061200221424461
12785,273,3,1100.4,0.0,5.4337033994384685
12786,519,1,728.5,0.0,5.871785468529591
12787,1,3,743.18,119.0,104.12070202723721
12788,372,4,444.9,0.0,0.0941547175092194
12789,422,2,181.5,91.85,1.0119785034204645
12790,101,2,591.85,0.0,9.435154229268232
12791,283,6,1056.11,0.0,0.026343007589614782
12792,166,2,827.01,0.0,11.654406180554725
12793,244,3,1017.33,0.0,3.165644354219511
12794,8,1,317.0,543.41,69.58388159038554
12796,537,1,381.0,0.0,-0.16022999911282743
12797,275,2,806.11,0.0,3.6412175963058333
12798,80,2,3140.93,5370.0,98.43095736796037
12799,438,1,219.35,0.0,-0.006570242413055829
12800,379,3,584.25,0.0,0.314040981998121
12801,410,1,1071.82,0.0,-0.11463705083486843
12802,96,7,2416.42,0.0,29.71497430418553
12803,302,1,1092.81,0.0,4.747307944275374
12804,375,2,327.02,0.0,1.0156577975433283
12805,291,4,1434.95,0.0,3.284475804507376
12806,344,4,2878.96,0.0,1.7565435327898786
12807,292,1,330.35,0.0,0.6492282786562973
12808,94,4,703.8000000000001,202.3,52.249550379744086
12809,87,3,1755.94,0.0,4.712616193896839
12810,444,2,534.99,0.0,0.8116085171271914
12811,170,5,1033.9,0.0,2.754629885521597
12813,411,3,1687.8,0.0,-0.11525478834800126
12814,11,1,125.92,0.0,29.3735787039947
12815,57,2,1063.46,0.0,4.50282577920845
12816,5,2,572.2,0.0,6.310151329245711
12817,190,3,690.98,0.0,13.280537922900647
12818,171,1,1542.08,0.0,0.6576944103620346
12819,367,1,540.52,0.0,0.43209339745974723
12820,236,8,1917.64,771.88,146.12097728322178
12821,123,2,220.8,0.0,8.224834117308852
12823,36,17,5966.0,535.5,657.5716107197577
12825,430,2,518.63,0.0,16.41544535800175
12826,88,9,2299.65,656.1,141.0686263733614
12828,8,3,415.51,603.2,77.95783539802136
12829,246,3,385.3,0.0,0.9382197767940426
12830,0,5,6414.32,400.3200000000001,150.7249561397249
12831,171,3,451.11,0.0,4.869972831933465
12832,7,1,267.8,115.23,71.34567027427516
12833,54,1,417.38,0.0,11.400857943025382
12834,192,1,312.38,0.0,1.0328673952473268
12835,337,41,6043.31,0.0,-0.7253042376121243
12836,46,14,6085.29,500.33,1118.4925997246096
12837,82,2,688.41,0.0,2.353067011630098
12838,283,9,3106.14,292.34000000000003,28.688711956409094
12839,1,21,7577.7,2494.03,2887.156008138026
12840,53,7,4041.97,0.0,235.44166888399047
12841,16,32,6369.77,1170.91,733.885324435375
12842,218,3,1109.73,808.26,12.288565144003849
12843,69,29,6578.46,9.95,35.37917556017471
12844,39,3,497.52,151.08,64.77378580075894
12845,176,4,354.09,0.0,1.2540844989878943
12846,591,1,15.58,0.0,0.42765521349525043
12847,297,1,765.36,871.54,17.14778358935593
12848,585,1,208.0,0.0,-0.15840396714590285
12849,178,5,2744.17,346.39,43.7816069251595
12850,355,1,330.0,0.0,22.221392383703147
12851,6,2,284.13,0.0,16.079447999147042
12852,204,1,311.55,0.0,1.1176549799556241
12853,44,11,3907.5,0.0,125.32026173179997
12854,150,6,2479.89,514.13,64.85989882208108
12855,282,4,650.9399999999999,0.0,4.487458303777564
12857,120,6,3688.0,0.0,15.974688034137074
12858,292,1,177.92,0.0,0.317544269168539
12859,368,1,575.1,0.0,0.3651584731849312
12860,602,1,55.47,0.0,0.10480471680694307
12861,529,1,68.25,0.0,0.46307948112442177
12862,335,2,1008.32,0.0,0.9522386919336594
12863,288,5,2271.35,521.2,68.90311756131128
12864,47,2,299.57,0.0,31.57636550614327
12865,33,3,2736.62,586.85,88.21044696671204
12866,192,3,1227.35,0.0,2.9239221891622047
12867,5,12,6902.21,1011.08,292.1398439287962
12868,95,8,2247.06,0.0,61.51461831474255
12869,591,1,337.67,0.0,-0.1116356644118088
12870,284,3,1676.95,0.0,3.751093083657013
12871,116,2,495.38,248.64,59.2181969252679
12872,236,12,3685.49,0.0,6.169892643945755
12873,191,3,2027.3,0.0,5.991480214506757
12874,294,2,948.42,0.0,2.6600772048587578
12875,52,5,1356.99,0.0,49.92877038475085
12876,105,3,2590.2000000000003,1491.59,27.150360654204743
12877,34,17,2478.63,476.54,164.2966098487001
12878,145,2,854.99,0.0,0.7539962787617189
12879,1,1,140.5,432.72,55.20374470548997
12880,291,2,640.13,0.0,14.459874843240373
12881,185,1,298.0,0.0,0.6892911811959277
12885,33,1,645.35,529.87,83.28584973165314
12886,129,1,775.0,603.4,11.870201457754186
12887,293,1,222.4,0.0,1.798681403922739
12888,123,2,354.12,0.0,0.323685331745743
12889,290,4,385.46,0.0,0.6228729765631718
12890,296,1,336.8,380.47,1.9521452756361803
12891,95,11,840.5,0.0,0.6135880689719704
12892,306,1,263.38,0.0,2.9543461730038936
12894,484,1,157.35,0.0,2.3189600438508298
12897,114,4,514.25,0.0,7.178017584545108
12898,373,2,310.96000000000004,0.0,0.9246499980953082
12899,323,1,366.4,0.0,0.5082314912918389
12900,331,1,340.33,0.0,0.6983003208632237
12901,18,19,11639.47,6015.07,1209.681259746779
12902,174,1,138.68,0.0,1.6765875781955741
12903,338,1,833.53,0.0,0.3552770188484676
12904,81,1,244.69,264.89,28.659074951872455
12905,486,2,1018.42,0.0,0.2037253741205408
12907,305,2,508.91,0.0,3.105467873878963
12908,85,5,1776.0,0.0,14.746315527784724
12909,111,6,2452.89,650.3,59.37108919912117
12910,43,9,4208.38,1588.14,340.6231458883765
12911,461,1,1680.47,0.0,-0.07853933893184378
12913,192,11,5083.62,1617.24,198.82816120994377
12914,310,1,223.98,0.0,4.770302867965899
12915,58,4,1174.75,0.0,32.04726499907084
12916,48,7,4654.02,0.0,613.3127324090823
12917,37,6,4359.2,0.0,190.1222091544744
12918,535,1,10953.5,0.0,-0.2802135942803709
12919,26,3,441.65,893.54,45.151229140531086
12920,480,3,323.86,164.23,1.2324176327450775
12921,7,61,29417.42,6503.62,5415.985373298282
12922,70,1,405.38,0.0,8.043439430922273
12923,299,2,612.9,176.97,27.26419258447455
12924,107,11,2190.9700000000003,278.43,84.28065247907726
12925,502,1,35.28,694.05,1.654972039962216
12926,320,4,1548.46,0.0,-0.23216050417455616
12927,304,1,197.31,0.0,3.6582400740410117
12928,57,10,3378.33,926.56,642.8229001256201
12929,221,1,117.85,0.0,3.165130819001871
12930,80,1,221.56,194.24,7.844583231387327
12931,11,53,82822.08,9525.26,12777.605532143403
12932,448,8,1698.56,0.0,0.3650534822749135
12933,80,7,1436.99,250.04,214.66711005790725
12934,646,1,181.65,0.0,1.1965493529396203
12935,19,12,3618.5,625.36,1556.3606710661015
12937,106,7,2021.57,1076.04,89.79479038907087
12939,47,16,21673.08,3591.72,2011.6926204083236
12941,633,1,377.49,0.0,-0.2378999460598295
12942,40,3,942.65,0.0,19.346678811730772
12943,467,2,496.5,0.0,1.3990560602297881
12944,264,1,286.95,317.56,13.499961761136277
12945,197,2,900.11,0.0,16.676399724826766
12946,346,1,324.45,0.0,15.43230058924847
12947,53,6,1908.03,0.0,7.078778890342329
12948,14,6,1676.44,640.99,213.3767163915514
12949,23,21,14808.9,717.8,1554.1534865319265
12951,83,14,2901.4300000000003,312.29,80.48828473873043
12953,431,1,498.96,329.85,24.44854994155843
12954,548,1,162.45,0.0,0.5251860099590258
12955,2,6,1843.36,2913.8,105.87895969199187
12956,215,4,521.89,0.0,0.9908187137302664
12957,95,9,6404.72,2302.25,91.77670810219948
12958,309,2,539.49,0.0,3.779427927472348
12959,393,1,150.95,0.0,0.17126420716997637
12960,323,4,1322.07,0.0,2.564480284208287
12961,288,1,211.99,0.0,1.1122621186659525
12962,22,1,170.54000000000002,95.85,-0.49187026967606867
12963,275,5,2110.76,1490.83,86.76764239212993
12964,346,1,132.24,0.0,0.41800299832741733
12967,267,3,4306.92,0.0,12.001652211134978
12968,21,1,135.95,0.0,10.122523939112629
12969,512,1,122.45,0.0,-0.2668205862423869
12970,231,8,1096.53,428.44,17.18236434888843
12971,1,94,12948.2,3024.59,2356.0073901514484
12972,323,4,1161.2,0.0,0.08542017234476795
12973,323,1,385.55,0.0,2.942776121334419
12974,107,2,408.95,0.0,0.9419143736228557
12975,346,6,2100.09,0.0,21.63569156567376
12976,121,8,3156.38,0.0,10.208805997579397
12977,65,4,517.63,0.0,1.3059121273854029
12978,294,5,2502.82,0.0,46.9960643016388
12979,638,1,517.7,0.0,1.5170788911348483
12980,67,21,16245.78,0.0,34.152182971955924
12981,42,1,187.18,185.04,0.027929587135320753
12982,152,8,2744.81,0.0,42.04772010856318
12983,507,1,490.08,0.0,2.0206131621812697
12986,338,10,2729.84,0.0,1.1998945499798435
12987,107,4,1057.81,254.4,10.122612562116053
12988,201,1,535.32,0.0,3.124671835199071
12989,67,26,11096.78,2454.9700000000003,180.10651655541014
12990,94,6,809.9,145.6,13.39458819928969
12991,21,2,564.62,200.2,19.313026194983735
12992,634,1,93.35,0.0,-0.2338552692131551
12993,30,7,1217.27,42.36000000000001,141.85130371399197
12994,29,2,645.47,328.95,73.81838134182773
12996,285,1,355.5,0.0,2.1903354478856056
12997,145,6,1492.49,618.42,28.11954246011765
12998,402,3,920.08,0.0,0.32212998248195424
12999,105,3,455.88,0.0,10.047114006818564
13000,16,4,1032.5,0.0,4.221531993960804
