Customer ID,Recency,Frequency,Monetary,future_spend_3m
12575,366,2,622.8199999999999,0.0
12576,5,7,1763.44,379.28
12577,268,6,1191.84,461.91
12578,239,3,3456.6,1185.85
12580,156,2,1052.9,0.0
12582,148,4,1980.4,0.0
12583,16,21,11398.27,3049.17
12584,36,4,782.59,1555.56
12585,143,2,2040.1,0.0
12586,284,3,1865.73,196.94000000000003
12588,308,3,743.88,214.89999999999998
12589,54,7,4180.48,515.1800000000001
12590,120,2,9864.26,0.0
12591,226,3,1352.15,0.0
12592,1,5,2582.66,0.0
12593,18,3,418.09999999999997,0.0
12594,30,13,4281.79,808.32
12595,414,1,299.02,0.0
12596,151,1,269.95,348.32
12597,92,2,1428.81,2382.41
12598,71,7,3095.39,1438.7
12599,36,12,2121.18,175.54000000000002
12600,22,19,4381.4400000000005,662.48
12601,99,6,681.26,0.0
12604,171,1,178.5,75.68
12605,285,4,1232.95,0.0
12606,591,1,21.0,0.0
12608,314,1,415.79,0.0
12609,95,8,3109.7400000000002,326.12
12610,15,2,1256.25,843.29
12613,107,9,4953.21,1881.8600000000001
12614,187,1,315.6,0.0
12615,77,5,4084.53,1656.45
12616,4,3,1131.1,0.0
12619,25,6,2227.6,1553.78
12620,114,1,561.66,777.75
12621,9,30,21281.18,3494.63
12622,141,1,180.1,0.0
12623,185,7,3747.84,0.0
12624,15,2,641.13,0.0
12625,121,4,5164.88,0.0
12626,22,6,4774.0,1846.48
12627,5,5,2727.83,1750.7
12629,295,2,1558.22,0.0
12631,365,5,2841.07,640.5
12632,430,2,804.88,0.0
12633,39,6,5462.93,215.23000000000002
12634,445,2,490.0,0.0
12635,64,3,1924.87,1005.54
12636,648,1,141.0,0.0
12637,1,11,7981.91,358.4
12638,549,1,249.8,671.69
12639,148,3,1312.37,0.0
12641,24,1,185.9,0.0
12642,17,1,366.45,646.81
12643,37,12,8350.42,0.0
12644,39,4,1918.49,0.0
12645,19,7,3074.98,464.32
12647,35,33,17088.24,836.11
12648,64,4,1112.0,0.0
12649,16,8,2294.65,0.0
12651,244,4,377.75,0.0
12652,240,2,1017.03,0.0
12653,58,3,4160.83,0.0
12654,107,3,337.75,264.23
12655,333,1,261.35,0.0
12656,25,6,5177.33,1230.5
12661,345,1,162.0,0.0
12662,16,16,5791.900000000001,1196.1200000000001
12663,534,2,239.4,0.0
12664,53,5,3145.64,2924.4
12665,234,3,313.6,0.0
12666,303,1,1248.42,0.0
12668,168,9,10562.0,882.6800000000001
12669,60,3,2744.0299999999997,0.0
12670,8,5,2398.71,1361.58
12671,515,1,2622.481,0.0
12672,239,2,437.05,0.0
12673,236,2,840.4,389.62
12674,1,3,1402.0,568.6
12675,463,2,958.5,0.0
12676,33,9,2509.75,333.34000000000003
12677,464,2,395.1,0.0
12678,10,18,24934.98,9346.2
12679,115,2,906.38,206.64000000000001
12680,22,1,311.78,569.03
12681,61,38,26947.32,3920.96
12682,10,41,19965.61,4068.3
12683,2,18,10842.4,1854.3799999999999
12684,80,4,1379.48,904.15
12685,2,2,1606.42,1256.66
12686,281,1,178.28,0.0
12687,390,2,2138.91,0.0
12688,23,1,4873.8099999999995,0.0
12689,37,1,511.03,736.5799999999999
12690,115,1,389.01,0.0
12691,54,5,690.9,479.5
12692,546,1,110.95,0.0
12693,36,7,1703.02,0.0
12694,92,2,1413.18,430.17
12695,16,5,1158.92,248.2
12696,344,2,851.91,0.0
12697,40,2,733.91,223.68
12698,499,1,339.75,0.0
12699,327,1,638.11,0.0
12700,65,2,2149.05,2790.94
12701,151,5,1985.78,460.63
12703,542,3,722.98,283.55
12704,15,3,1100.92,1239.92
12705,67,9,9056.33,2705.77
12707,201,1,603.42,0.0
12708,11,15,4632.96,681.14
12709,5,30,28587.61,2505.73
12710,6,3,1149.02,0.0
12711,521,2,1339.05,0.0
12712,16,19,6710.610000000001,483.05
12714,16,11,12774.55,1319.16
12715,15,1,353.86,0.0
12716,42,1,677.9,375.59000000000003
12717,60,3,1308.91,0.0
12720,3,22,6168.78,2091.89
12721,92,6,3055.86,957.22
12722,24,3,929.65,67.98
12724,82,5,1566.47,751.0500000000001
12725,280,4,2694.56,0.0
12726,94,9,2872.82,1141.78
12727,4,9,5036.53,643.0
12728,166,4,851.15,219.01999999999998
12729,23,1,453.01,0.0
12730,431,1,829.25,0.0
12731,53,13,18204.05,7571.66
12732,89,1,236.26000000000002,0.0
12733,143,4,2424.87,0.0
12734,262,3,639.65,0.0
12735,224,2,779.5699999999999,0.0
12736,242,1,234.0,0.0
12737,408,2,3710.5,0.0
12738,281,1,310.7,0.0
12739,8,3,2689.23,37.5
12741,438,2,406.07,0.0
12742,535,1,1201.52,0.0
12743,43,2,546.43,0.0
12744,54,9,18249.74,7067.32
12745,396,3,925.41,0.0
12746,450,1,254.55,0.0
12747,19,23,7849.93,1426.6100000000001
12748,0,259,36987.41,19611.98
12749,40,7,5561.71,1335.65
12750,38,1,275.88,0.0
12751,354,1,268.27,0.0
12753,45,5,16620.91,4808.48
12754,145,3,3010.74,0.0
12755,190,11,9030.66,0.0
12757,52,7,5281.08,2576.02
12758,26,7,9903.24,0.0
12759,81,7,4571.82,448.92
12760,365,1,347.8,0.0
12761,367,2,782.95,0.0
12763,47,2,814.16,0.0
12764,226,1,1693.88,0.0
12765,381,6,1404.58,0.0
12766,58,7,8030.84,2037.44
12767,285,1,949.82,0.0
12768,360,1,168.69000000000003,0.0
12769,148,1,1143.6,0.0
12770,120,2,3246.45,0.0
12771,395,1,282.3,0.0
12773,473,1,124.25,0.0
12774,445,1,98.7,0.0
12775,99,6,1464.76,221.36
12776,577,1,55.5,0.0
12777,367,1,519.45,0.0
12778,92,7,1445.51,330.17
12779,99,13,5740.32,981.95
12780,508,1,337.4,0.0
12781,194,1,549.26,277.48
12782,59,10,4365.99,252.25
12784,438,1,1230.33,574.42
12785,273,3,1100.4,0.0
12786,519,1,728.5,0.0
12787,1,3,743.18,119.0
12788,372,4,444.9,0.0
12789,422,2,181.5,91.85
12790,101,2,591.85,0.0
12791,283,6,1056.1100000000001,0.0
12792,166,2,827.01,0.0
12793,244,3,1017.33,0.0
12794,8,1,317.0,543.41
12796,537,1,381.0,0.0
12797,275,2,806.11,0.0
12798,80,2,3140.93,5370.0
12799,438,1,219.35,0.0
12800,379,3,584.25,0.0
12801,410,1,1071.82,0.0
12802,96,7,2416.42,0.0
12803,302,1,1092.81,0.0
12804,375,2,327.02,0.0
12805,291,4,1434.95,0.0
12806,344,4,2878.96,0.0
12807,292,1,330.35,0.0
12808,94,4,703.8000000000001,202.3
12809,87,3,1755.94,0.0
12810,444,2,534.99,0.0
12811,170,5,1033.9,0.0
12813,411,3,1687.8,0.0
12814,11,1,125.92,0.0
12815,57,2,1063.46,0.0
12816,5,2,572.2,0.0
12817,190,3,690.98,0.0
12818,171,1,1542.08,0.0
12819,367,1,540.52,0.0
12820,236,8,1917.64,771.88
12821,123,2,220.8,0.0
12823,36,17,5966.0,535.5
12825,430,2,518.63,0.0
12826,88,9,2299.65,656.1
12828,8,3,415.51,603.2
12829,246,3,385.3,0.0
12830,0,5,6414.32,400.32000000000005
12831,171,3,451.11,0.0
12832,7,1,267.8,115.23
12833,54,1,417.38,0.0
12834,192,1,312.38,0.0
12835,337,41,6043.31,0.0
12836,46,14,6085.29,500.33000000000004
12837,82,2,688.41,0.0
12838,283,9,3106.14,292.34000000000003
12839,1,21,7577.7,2494.03
12840,53,7,4041.97,0.0
12841,16,32,6369.77,1170.91
12842,218,3,1109.73,808.26
12843,69,29,6578.46,9.95
12844,39,3,497.52,151.08
12845,176,4,354.09,0.0
12846,591,1,15.58,0.0
12847,297,1,765.36,871.54
12848,585,1,208.0,0.0
12849,178,5,2744.17,346.39
12850,355,1,330.0,0.0
12851,6,2,284.13,0.0
12852,204,1,311.55,0.0
12853,44,11,3907.5,0.0
12854,150,6,2479.89,514.13
12855,282,4,650.9399999999999,0.0
12857,120,6,3688.0,0.0
12858,292,1,177.92,0.0
12859,368,1,575.1,0.0
12860,602,1,55.47,0.0
12861,529,1,68.25,0.0
12862,335,2,1008.3199999999999,0.0
12863,288,5,2271.35,521.2
12864,47,2,299.57,0.0
12865,33,3,2736.62,586.85
12866,192,3,1227.35,0.0
12867,5,12,6902.21,1011.08
12868,95,8,2247.06,0.0
12869,591,1,337.66999999999996,0.0
12870,284,3,1676.95,0.0
12871,116,2,495.38,248.64
12872,236,12,3685.4900000000002,0.0
12873,191,3,2027.3,0.0
12874,294,2,948.42,0.0
12875,52,5,1356.99,0.0
12876,105,3,2590.2000000000003,1491.59
12877,34,17,2478.63,476.54
12878,145,2,854.99,0.0
12879,1,1,140.5,432.71999999999997
12880,291,2,640.13,0.0
12881,185,1,298.0,0.0
12885,33,1,645.35,529.87
12886,129,1,775.0,603.4
12887,293,1,222.4,0.0
12888,123,2,354.12,0.0
12889,290,4,385.46000000000004,0.0
12890,296,1,336.8,380.46999999999997
12891,95,11,840.5,0.0
12892,306,1,263.38,0.0
12894,484,1,157.35,0.0
12897,114,4,514.25,0.0
12898,373,2,310.96000000000004,0.0
12899,323,1,366.4,0.0
12900,331,1,340.33,0.0
12901,18,19,11639.470000000001,6015.07
12902,174,1,138.68,0.0
12903,338,1,833.53,0.0
12904,81,1,244.69,264.89
12905,486,2,1018.42,0.0
12907,305,2,508.91,0.0
12908,85,5,1776.0,0.0
12909,111,6,2452.89,650.3
12910,43,9,4208.38,1588.14
12911,461,1,1680.47,0.0
12913,192,11,5083.62,1617.24
12914,310,1,223.98,0.0
12915,58,4,1174.75,0.0
12916,48,7,4654.0199999999995,0.0
12917,37,6,4359.2,0.0
12918,535,1,10953.5,0.0
12919,26,3,441.65,893.54
12920,480,3,323.86,164.23
12921,7,61,29417.420000000002,6503.62
12922,70,1,405.38,0.0
12923,299,2,612.9,176.97
12924,107,11,2190.9700000000003,278.43
12925,502,1,35.28,694.05
12926,320,4,1548.46,0.0
12927,304,1,197.31,0.0
12928,57,10,3378.33,926.5600000000001
12929,221,1,117.85,0.0
12930,80,1,221.56,194.24
12931,11,53,82822.08,9525.26
12932,448,8,1698.56,0.0
12933,80,7,1436.99,250.04
12934,646,1,181.65,0.0
12935,19,12,3618.5,625.36
12937,106,7,2021.57,1076.04
12939,47,16,21673.08,3591.72
12941,633,1,377.49,0.0
12942,40,3,942.65,0.0
12943,467,2,496.5,0.0
12944,264,1,286.95,317.56
12945,197,2,900.11,0.0
12946,346,1,324.45,0.0
12947,53,6,1908.03,0.0
12948,14,6,1676.44,640.99
12949,23,21,14808.9,717.8
12951,83,14,2901.4300000000003,312.29
12953,431,1,498.96000000000004,329.85
12954,548,1,162.45,0.0
12955,2,6,1843.36,2913.8
12956,215,4,521.89,0.0
12957,95,9,6404.72,2302.25
12958,309,2,539.49,0.0
12959,393,1,150.95,0.0
12960,323,4,1322.07,0.0
12961,288,1,211.99,0.0
12962,22,1,170.54000000000002,95.85000000000001
12963,275,5,2110.76,1490.83
12964,346,1,132.24,0.0
12967,267,3,4306.92,0.0
12968,21,1,135.95,0.0
12969,512,1,122.45,0.0
12970,231,8,1096.53,428.44
12971,1,94,12948.2,3024.59
12972,323,4,1161.2,0.0
12973,323,1,385.55,0.0
12974,107,2,408.95,0.0
12975,346,6,2100.09,0.0
12976,121,8,3156.38,0.0
12977,65,4,517.63,0.0
12978,294,5,2502.82,0.0
12979,638,1,517.7,0.0
12980,67,21,16245.78,0.0
12981,42,1,187.18,185.04
12982,152,8,2744.81,0.0
12983,507,1,490.08000000000004,0.0
12986,338,10,2729.84,0.0
12987,107,4,1057.81,254.4
12988,201,1,535.32,0.0
12989,67,26,11096.78,2454.9700000000003
12990,94,6,809.9,145.6
12991,21,2,564.62,200.2
12992,634,1,93.35000000000001,0.0
12993,30,7,1217.27,42.36000000000001
12994,29,2,645.47,328.95
12996,285,1,355.5,0.0
12997,145,6,1492.49,618.42
12998,402,3,920.08,0.0
12999,105,3,455.88,0.0
13000,16,4,1032.5,0.0
13001,67,31,22968.7,1203.3999999999999
13002,227,3,414.13,0.0
13003,15,3,149.05,0.0
13004,23,30,9780.03,1870.82
13005,83,4,999.68,0.0
13007,489,1,175.25,0.0
13008,232,3,612.13,0.0
13009,582,1,234.0,0.0
13010,283,2,330.12,0.0
13011,281,1,101.10000000000001,0.0
13012,58,7,2323.3,649.53
13013,2,25,11500.92,1124.8500000000001
13014,23,6,3937.2799999999997,1443.8
13015,106,10,5003.18,1583.24
13016,32,1,425.25,364.64
13018,2,25,7561.17,2201.9900000000002
13019,288,6,1229.95,0.0
13020,472,2,618.96,0.0
13021,76,12,3423.33,1463.91
13022,339,1,65.3,0.0
13023,39,2,1095.53,353.5
13024,380,2,555.87,0.0
13025,641,1,323.39,0.0
13026,2,7,1361.92,371.16
13027,23,19,17335.2,0.0
13029,48,4,1453.0,474.29999999999995
13030,277,1,855.48,371.74
13031,316,5,3419.27,0.0
13032,302,7,1833.37,1010.18
13033,266,2,220.55,0.0
13034,278,2,445.77,476.90999999999997
13035,170,2,775.32,588.88
13036,594,1,307.1,0.0
13037,47,12,3914.9500000000003,0.0
13038,93,2,591.76,316.70000000000005
13039,493,4,1010.73,0.0
13041,360,4,799.13,0.0
13042,507,3,1556.54,0.0
13043,182,1,516.42,0.0
13044,200,11,4853.9,0.0
13045,8,3,808.92,0.0
13046,175,2,517.66,431.59
13047,36,22,8239.630000000001,555.53
13048,23,8,3623.35,460.86
13049,227,3,905.34,502.90000000000003
13050,15,31,11017.41,1327.12
13051,488,2,155.8,0.0
13052,121,7,3168.53,0.0
13053,531,1,127.65,0.0
13055,123,2,1451.56,869.55
13056,460,1,209.48,0.0
13057,439,3,722.09,0.0
13058,61,1,47.550000000000004,223.85
13059,159,10,2303.17,0.0
13060,163,1,307.53,0.0
13062,100,1,346.98,0.0
13063,390,1,188.4,0.0
13064,62,4,1220.5,460.24
13065,282,5,1260.91,0.0
13067,319,2,393.05,115.46000000000001
13068,229,1,165.0,179.0
13069,9,34,9121.710000000001,561.42
13070,101,4,751.7,0.0
13071,521,1,129.22,0.0
13072,176,1,177.15,0.0
13073,320,2,418.08,0.0
13074,420,4,1378.74,0.0
13075,39,1,919.61,0.0
13076,367,1,135.4,0.0
13077,199,10,2912.84,151.83
13078,16,46,23821.66,5710.79
13079,0,3,258.58,160.60000000000002
13080,88,4,280.73,0.0
13081,53,25,49737.89,9467.26
13082,35,21,7335.75,0.0
13083,334,1,91.67999999999999,303.75
13084,401,1,122.39999999999999,0.0
13085,67,8,2433.28,0.0
13086,292,1,439.33000000000004,0.0
13087,635,1,313.64,0.0
13088,326,1,236.11,0.0
13089,9,177,101236.52,15501.34
13090,45,19,10104.29,3998.8
13091,639,2,1976.0,345.82
13092,121,11,2102.2,38.08
13093,185,55,54943.65,0.0
13094,39,11,2051.52,381.6
13096,303,1,419.70000000000005,0.0
13097,32,26,12022.51,1366.71
13098,3,18,15169.46,13712.98
13099,8,1,207.35999999999999,0.0
13101,143,4,695.4,0.0
13102,43,32,10234.53,1462.3899999999999
13103,347,2,465.70000000000005,243.94
13104,42,6,987.06,722.04
13105,345,1,72.0,0.0
13106,42,2,603.46,0.0
13107,85,7,4656.67,596.4
13108,282,2,1098.52,0.0
13109,66,2,717.34,416.69
13110,46,10,2511.04,446.43
13111,628,1,321.88000000000005,0.0
13112,450,1,20.6,0.0
13113,23,33,17166.83,1458.8999999999999
13114,640,1,234.38,0.0
13115,93,7,4078.4700000000003,1416.23
13116,47,1,501.14,0.0
13117,31,17,2500.67,143.14
13118,117,7,2017.3,398.11
13119,578,1,134.9,0.0
13120,148,1,30.599999999999998,0.0
13121,178,1,283.73,0.0
13122,3,2,922.39,0.0
13123,382,2,506.75,0.0
13124,161,3,3490.24,1292.21
13125,433,1,158.57,0.0
13126,162,10,2976.03,1022.22
13128,540,1,263.5,0.0
13129,361,2,233.25,0.0
13130,3,1,64.0,0.0
13131,97,5,2565.37,748.4
13132,171,1,77.3,0.0
13133,183,3,200.45000000000002,0.0
13134,93,5,1567.39,907.84
13135,106,2,3371.45,0.0
13136,52,11,4893.63,1380.93
13137,2,13,5993.33,1719.3700000000001
13138,42,4,994.3,472.94
13139,19,4,4848.98,3354.0
13140,17,5,1215.68,0.0
13141,123,16,6680.86,987.72
13143,494,1,405.1,0.0
13144,242,2,135.35,0.0
13145,1,6,1304.72,118.80000000000001
13147,9,1,118.80000000000001,594.0
13148,43,24,7704.56,917.25
13149,15,3,1132.62,543.4399999999999
13150,393,3,449.96999999999997,0.0
13151,205,3,2580.7400000000002,0.0
13152,326,7,2146.38,0.0
13154,308,3,1624.84,0.0
13155,236,4,1347.6200000000001,402.56
13156,294,3,1586.54,0.0
13157,50,8,4819.34,868.02
13158,4,5,1508.18,0.0
13159,15,2,851.59,586.26
13161,222,2,478.88,0.0
13162,31,16,9275.49,0.0
13163,519,1,17.65,0.0
13164,478,2,372.2,0.0
13165,260,2,784.32,666.84
13166,192,2,884.18,0.0
13167,40,3,751.37,373.78000000000003
13168,108,4,1528.78,346.53000000000003
13169,161,2,632.4000000000001,207.68
13171,208,1,140.35,328.06
13172,309,1,69.6,0.0
13173,276,10,2451.64,187.71
13174,225,11,8786.08,708.76
13175,491,2,831.45,0.0
13177,340,1,229.75,282.45
13178,42,18,12725.45,1333.74
13179,528,1,572.3100000000001,0.0
13180,516,1,86.10000000000001,0.0
13181,290,1,359.69,0.0
13183,10,12,5473.38,1562.8000000000002
13184,40,9,1504.44,196.85
13185,177,1,71.4,0.0
13186,3,2,1301.94,273.95
13187,246,4,367.01,0.0
13189,24,1,127.0,133.68
13190,453,3,570.66,0.0
13191,567,1,164.69,0.0
13192,4,6,2558.58,0.0
13194,45,2,472.78,0.0
13195,323,1,172.38,0.0
13196,171,4,1783.19,1285.65
13197,519,1,373.01000000000005,0.0
13198,30,7,4582.17,392.06
13199,1,51,11355.93,5076.96
13200,35,1,319.32,550.77
13201,411,4,1240.6100000000001,0.0
13202,303,7,1580.3,0.0
13203,30,8,2088.65,559.6
13204,640,1,966.6600000000001,0.0
13205,352,1,2803.2,0.0
13206,309,13,8377.32,0.0
13207,60,3,483.12000000000006,52.739999999999995
13208,64,7,1599.67,388.83
13209,38,10,6773.98,1735.53
13210,3,1,353.48,0.0
13211,4,9,2418.54,310.78
13213,37,10,3294.82,556.7
13214,327,7,3264.23,0.0
13215,311,1,81.6,0.0
13216,177,1,333.74,0.0
13217,31,4,666.48,0.0
13218,36,1,62.63999999999999,0.0
13219,527,1,76.23,0.0
13220,95,4,1243.29,92.8
13221,149,2,847.41,0.0
13222,486,1,88.5,0.0
13223,109,6,969.1200000000001,0.0
13224,60,1,1212.26,943.69
13225,52,14,14095.79,2164.28
13226,182,2,312.46,0.0
13227,111,1,257.7,0.0
13229,135,1,160.95,0.0
13230,47,28,5787.99,572.79
13232,7,5,1048.3,309.3
13233,245,3,875.58,300.88
13234,582,2,356.95,0.0
13235,121,1,1031.07,0.0
13236,16,1,439.23,305.62
13237,297,1,643.0,0.0
13238,73,4,624.75,381.88
13239,171,5,1594.69,0.0
13240,5,8,1738.52,0.0
13241,321,1,115.58,0.0
13242,21,7,699.4,0.0
13243,112,5,1278.04,0.0
13244,2,1,121.74000000000001,0.0
13245,341,1,558.72,430.5
13246,85,10,3261.12,126.31
13248,34,2,465.68,0.0
13249,1,9,1608.93,0.0
13250,370,2,256.04,0.0
13251,311,1,252.68,0.0
13252,303,2,399.3,0.0
13253,66,4,2951.11,0.0
13254,285,1,51.410000000000004,0.0
13255,283,2,730.65,173.81
13257,345,1,149.75,0.0
13258,114,3,561.22,473.96
13259,307,8,1141.06,292.32
13261,178,2,944.1,0.0
13262,172,3,573.45,0.0
13263,17,27,6121.3,2583.39
13264,352,1,722.5600000000001,0.0
13265,93,3,1465.66,642.0
13266,22,15,4836.36,1298.68
13267,1,32,8356.11,1402.15
13268,79,6,2150.25,1064.44
13269,19,21,6526.92,2364.78
13270,275,1,1180.0,0.0
13273,22,1,138.98,0.0
13274,318,1,360.85,0.0
13275,293,2,241.66,0.0
13276,9,4,1485.71,453.55
13277,25,5,390.8,132.5
13278,309,3,893.12,542.73
13280,31,7,2322.63,0.0
13281,348,1,350.85,0.0
13282,71,3,954.1500000000001,359.04
13283,95,3,305.2,68.16
13284,240,1,201.19,0.0
13285,70,5,2625.57,739.02
13286,509,1,734.91,0.0
13287,512,3,781.59,0.0
13288,352,5,927.61,0.0
13289,633,1,307.95,0.0
13290,347,1,208.63,0.0
13291,65,11,3320.84,0.0
13292,193,4,665.14,329.37
13293,301,6,1192.94,0.0
13294,99,3,1689.53,0.0
13295,269,4,1101.97,0.0
13296,46,6,792.51,0.0
13297,294,3,2278.77,2089.85
13299,177,3,1218.7,0.0
13300,78,3,1285.51,0.0
13301,13,4,618.09,0.0
13302,64,2,159.2,0.0
13303,309,1,61.72,0.0
13304,260,4,1217.99,0.0
13305,2,14,3225.1,529.61
13306,339,1,53.65,0.0
13307,29,3,273.34,0.0
13308,112,2,1099.81,570.5600000000001
13309,116,3,796.22,910.15
13310,115,4,1226.82,314.38
13311,59,1,490.11,108.46000000000001
13312,360,1,124.75,0.0
13313,50,10,2808.34,636.98
13315,598,1,310.26,0.0
