Customer ID,Recency,Frequency,Monetary,predicted_clv,future_spend_3m
14062,1,22,23940.02,3284.271358114568,1664.18
16133,10,46,19022.49,3216.9601650215186,3969.77
15251,0,18,19535.37,3142.2121425288974,789.17
13488,30,19,13215.95,3118.2452072375786,2371.93
16923,8,27,11052.26,3105.036113008553,2326.1
17706,9,26,18272.99,3085.179540050339,2476.99
15615,15,43,18342.08,3075.983743769248,3031.89
12583,16,21,11398.27,3064.0983058495585,3049.17
13050,15,31,11017.41,3061.7859323645685,1327.12
12709,5,30,28587.61,2996.164738653008,2505.73
16843,3,32,18184.1,2990.107294804768,1387.33
17404,32,18,36878.6,2957.5496735977176,10902.52
12839,1,21,7577.7,2887.156008138026,2494.03
18225,22,21,10275.92,2837.0801461999567,2778.34
13319,1,51,18627.42,2832.3401689307752,3455.08
13418,8,28,10850.3,2775.449120214433,1383.3
16558,1,32,10220.19,2752.6596096550165,3653.32
13090,45,19,10104.29,2752.3061495789966,3998.8
15555,13,30,10127.12,2690.4359997020943,1985.23
12678,10,18,24934.98,2671.535586057205,9346.2
14667,4,47,18756.96,2646.8934772472558,3170.18
14422,79,15,7040.03,2629.7815670407394,3231.49
14415,7,19,9993.0,2596.7194071882445,2098.6
17364,46,23,10223.05,2573.7136832596784,1847.37
13027,23,19,17335.2,2523.2191438790724,0.0
12437,7,32,10543.4,2508.275073122296,2140.0
14739,3,22,10632.8,2489.075971032071,1654.7
14299,17,23,12971.01,2484.299574455913,1528.48
14688,2,23,6290.32,2477.294521963711,1423.25
13668,22,30,11661.22,2476.457612502896,1428.72
18223,6,23,11552.65,2434.002246965421,2448.2000000000003
16839,19,32,16585.420000000002,2427.738060406973,5725.07
15513,4,33,24344.47,2396.691628195931,3406.08
13013,2,25,11500.92,2370.6852625285237,1124.85
12971,1,94,12948.2,2356.0073901514484,3024.59
14961,0,20,14283.4,2349.877675251468,2126.75
14709,3,21,7918.03,2339.407055547468,968.3
13199,1,51,11355.93,2322.092587225679,5076.96
17340,29,14,17645.18,2313.3754727328,4759.64
17739,106,14,6010.01,2309.2387957062097,1720.58
14057,10,18,7002.86,2296.3179590194995,1405.98
12720,3,22,6168.78,2294.815259145174,2091.89
15144,2,22,9140.71,2287.3127587823587,3019.6
15805,15,24,8228.75,2272.863589807639,1960.48
12744,54,9,18249.74,2264.563330308968,7067.32
14031,35,38,33339.340000000004,2251.369607708182,7659.83
13468,2,64,12424.56,2231.406105879374,965.95
15260,9,25,9188.23,2221.5444227025278,0.0
14051,1,30,16095.45,2216.756055506,6338.55
17865,17,38,22865.41,2199.2884028377493,3508.98
15044,45,31,13706.38,2190.727384333484,2497.95
17416,19,20,15699.52,2182.067865177925,1598.93
18229,3,22,8738.87,2165.9047375408386,2064.84
15547,19,20,7970.26,2160.8598178624643,2184.13
17243,2,59,16667.170000000002,2149.0337269995703,4222.69
15298,2,18,8017.69,2139.38478368224,1441.68
15078,15,43,14721.36,2101.684493766165,3040.52
16186,12,23,7715.7,2076.4084235570194,1310.41
16722,9,19,7914.85,2049.2818201373625,1074.23
12939,47,16,21673.08,2011.692620408324,3591.72
14796,4,24,9460.52,2011.3315162319384,1429.12
16743,22,13,3901.03,1956.6087824858232,352.23
13269,19,21,6526.92,1951.869777757388,2364.78
14145,66,6,6709.05,1926.524437178236,891.0
13576,6,23,9675.34,1916.3450372395887,1876.4
13081,53,25,49737.89,1908.6906634980653,9467.26
18226,30,24,10901.86,1869.973400070063,977.02
14461,57,13,6713.5,1845.250809526058,0.0
16873,36,10,11365.24,1842.488187526929,3252.15
12779,99,13,5740.32,1841.314870099121,981.95
16523,5,20,7743.81,1840.640323340389,4172.52
15046,6,21,6583.15,1833.882680279988,1229.24
18172,8,43,15553.44,1833.695006518712,1926.4
15005,5,48,12312.13,1824.603062157032,1794.07
17107,64,7,11594.05,1821.0253254574457,4481.37
15622,106,13,6745.05,1814.0747146744457,1107.56
17735,3,23,15226.15,1785.6668505520413,2018.78
14135,14,19,8143.93,1770.4534613297908,1499.99
13018,2,25,7561.17,1750.0957174743155,2201.99
13340,15,10,20593.62,1746.2946780195327,1506.94
13097,32,26,12022.51,1745.0124147667889,1366.71
18144,19,16,4334.8,1733.580217765996,723.2
12747,19,23,7849.93,1722.568335222072,1426.61
17593,1,10,7417.6,1720.5948859731218,678.2
16709,109,13,8042.18,1711.2473567152344,1045.28
15601,32,27,13769.02,1711.1473430318783,1191.1
14607,170,9,8063.13,1699.4081974923351,16074.5
13756,2,17,6990.31,1689.3747143521152,2217.19
15203,15,13,3900.7,1686.4016510331533,499.48
16241,5,13,3507.58,1683.9160715600206,821.73
12753,45,5,16620.91,1683.545550479681,4808.48
15093,26,22,13756.19,1667.712387493703,569.9200000000001
16814,18,31,11197.3,1665.223936319098,1302.41
14110,28,26,10564.42,1661.0118039918923,2423.53
16592,46,22,5908.56,1653.3320162841744,1899.35
12705,67,9,9056.33,1591.0325539969244,2705.77
17811,1,32,6636.23,1580.172250481029,2973.57
14282,19,19,6615.76,1580.0508027049727,1233.9
13267,1,32,8356.11,1564.7038356804758,1402.15
12935,19,12,3618.5,1556.3606710661015,625.36
12949,23,21,14808.9,1554.1534865319263,717.8
16353,1,29,6791.56,1553.7416998527249,3207.9
18109,0,30,6692.11,1553.7416998527249,3201.85
12474,8,26,9410.72,1541.33533515311,3013.73
17716,4,20,14437.64,1528.5826352633728,1519.33
15129,16,22,6209.51,1523.6957071530146,650.67
16710,47,19,5709.94,1515.1760677496698,639.15
17965,1,27,6889.45,1503.2193427239138,351.53
13102,43,32,10234.53,1467.4744440265774,1462.39
13098,3,18,15169.46,1433.9414960869233,13712.98
17428,20,37,25224.0,1433.33046373402,6595.76
12782,59,10,4365.99,1408.166946169638,252.25
17419,53,14,4933.95,1399.4649383986507,1566.57
17863,54,10,4370.48,1395.8153952803962,1374.72
18198,10,14,4427.39,1393.7485281448342,998.17
17377,35,67,16263.87,1361.6246310681572,2055.54
13854,1,34,10613.6,1359.9946286665238,1640.36
17365,79,12,5794.43,1355.5608499167945,2430.55
15379,78,8,4877.84,1351.2341920977772,0.0
16019,45,25,16631.86,1344.6612717566684,833.99
14092,9,20,5897.96,1341.7145796177394,1331.49
16686,7,15,4487.8,1332.04748964199,583.12
15628,7,13,4407.42,1330.3223420129204,1244.84
14243,4,15,7148.2300000000005,1329.1184718328436,282.82
16458,15,23,4384.1,1325.7261442395672,1331.24
16656,5,26,15324.05,1322.9863179860613,1509.12
16701,39,23,8568.85,1319.2157351027147,1347.88
15125,22,21,16291.87,1315.6586341498146,733.0
14713,8,19,4782.12,1311.184204324088,636.75
12490,2,17,7958.3,1301.1040110183394,1865.34
14849,4,35,13617.44,1292.5330454054676,2146.01
12483,8,17,4259.66,1284.1297443510673,860.9200000000001
17940,17,15,30201.19,1281.9174158363912,192.0
17799,8,19,5817.71,1280.0209290684604,524.18
14040,3,33,11778.96,1278.3737988999085,866.61
18118,1,22,5321.09,1276.9503025841148,1412.13
15498,30,36,21849.55,1253.7792932139455,4190.03
15998,81,14,7330.43,1247.2463433198225,977.91
13999,5,26,8469.42,1241.171694076593,1032.84
13327,22,19,8990.460000000001,1237.6536271078148,889.02
16033,17,23,7898.03,1236.4026470294298,2938.1
16168,4,57,9480.99,1235.1350544048105,1155.48
14735,8,47,9770.18,1232.1422399097803,2469.98
14841,88,12,6242.81,1226.7853140334598,920.19
17139,32,20,15767.81,1218.7948788091426,3816.65
17346,12,19,3912.65,1217.3747256463585,1410.35
14800,19,14,7275.019999999999,1212.1134995896657,499.3
12901,18,19,11639.47,1209.681259746779,6015.07
12731,53,13,18204.05,1204.4347139583788,7571.66
14060,17,25,7481.44,1201.0420451245573,2037.64
13634,15,14,4282.08,1197.5378961829688,791.39
14530,2,15,5817.61,1193.8534911364484,379.79
15290,13,20,5945.65,1185.300985939482,4550.63
15291,4,37,12863.28,1184.3936911519909,983.28
13590,60,16,5484.05,1178.677274904482,865.54
14676,57,10,7499.47,1175.2335471633528,857.32
16984,39,8,9499.58,1167.3907552469966,1255.22
15189,0,38,13934.76,1162.6937212122698,3589.62
14525,9,15,6834.58,1149.4555091849854,1406.06
12683,2,18,10842.4,1138.7717617181634,1854.38
13969,16,28,8223.28,1137.877484874969,5142.59
13831,48,16,6275.98,1131.458553253413,747.5999999999999
16609,44,5,2710.04,1127.903081517434,2783.42
14755,22,21,7829.95,1127.74786976436,2142.6
14562,1,15,3994.51,1121.4939567460594,2734.89
13562,50,7,4248.58,1120.8572177047,589.6
17858,25,27,11298.24,1119.3827845737076,1499.41
12836,46,14,6085.29,1118.4925997246096,500.33
12477,10,6,15890.66,1097.0736458044655,4385.71
15719,9,29,9246.12,1092.3990043856124,976.94
17068,4,42,8148.23,1086.3917418906433,1012.85
16011,1,25,4713.16,1083.5609934894117,1167.3
16333,8,18,15619.6,1081.1055782697326,11007.2
14180,0,30,5829.65,1078.68251371021,489.6
15738,6,38,12414.0,1070.523132440382,958.97
13771,108,7,4559.22,1057.9329656523917,1169.6
16945,8,27,7209.72,1056.8999730460214,1338.44
15981,47,19,8412.49,1048.6506664764206,950.28
12712,16,19,6710.610000000001,1041.0223583888894,483.05
17596,45,10,3831.47,1033.3307598600925,1089.2
17876,309,3,3424.02,1031.6019966628494,0.0
14426,50,13,10131.85,1026.157709616503,1596.09
12637,1,11,7981.91,1019.6667384823646,358.4
15785,67,15,5306.79,1015.3153782127632,663.14
14258,61,23,28767.68,1003.8744022149116,3283.66
12600,22,19,4381.4400000000005,1003.8728961024344,662.48
15971,18,13,3812.43,996.6319939167212,2090.4
13871,1,13,6095.24,993.4619881962813,1790.61
15984,10,27,7770.41,990.4117789398996,988.91
13137,2,13,5993.33,987.8180267997416,1719.37
17469,18,15,4230.55,987.4391584635594,820.7
12480,52,6,4328.17,978.3931503125482,1136.6799999999998
13381,22,10,7046.39,977.9911233280231,1177.98
16393,3,19,4280.72,973.6134271700056,1280.94
16170,22,19,6544.61,972.0236962454046,324.39
17682,24,10,3881.8,961.863184591232,574.98
12668,168,9,10562.0,957.467382255308,882.6800000000001
17690,11,16,6216.83,955.9909357519584,1231.27
18069,89,9,3497.76,949.0257741390452,1042.8
16904,4,19,4427.17,946.5920526035236,705.2
12759,81,7,4571.82,939.5530388436612,448.92
14112,40,10,4820.26,937.5735704802906,1014.33
16652,19,14,15302.29,935.2705844767028,2248.1
17757,23,46,7137.610000000001,926.4309062392886,2284.84
17861,45,15,4328.46,923.2785935923524,799.23
16713,25,28,11608.33,923.0889443199144,2952.36
18092,29,15,12962.66,923.034472246312,3216.78
15299,73,8,6519.54,921.7710151751452,1472.0
13571,2,21,3538.05,920.1451865253064,1008.49
12708,11,15,4632.96,915.7809291542918,681.14
13982,72,8,3803.92,914.0011674292352,641.67
14408,4,10,3801.55,912.8266628113352,308.22
14401,5,19,5823.8,909.9349110577348,972.1
17426,0,11,7321.1,909.7441281428128,756.6700000000001
15465,48,29,11293.16,906.775830367528,1362.49
17512,30,16,4434.7300000000005,891.1990540188649,1033.09
17049,27,15,6894.150000000001,886.9200875637517,3053.33
16242,74,10,4717.78,883.0727377358324,2756.62
17857,8,15,16057.72,877.6943664321241,12624.52
16672,8,17,6911.84,876.7081859006463,1223.1
14235,67,8,4375.99,874.2604620092037,342.0
17402,11,18,4194.78,871.597373634999,901.4
15854,49,18,5002.85,867.7439075615932,580.96
14211,6,15,3291.12,863.4612890759674,1111.17
14388,0,14,5765.93,862.8462483716191,935.07
17396,58,12,6278.1,857.661670514331,2529.0
16182,39,8,8198.0,854.2771631338504,1773.65
14732,53,16,4432.88,853.9181863462368,1084.19
13113,23,33,17166.83,852.7727369399934,1458.9
13313,50,10,2808.34,850.5314313346481,636.98
17696,17,26,7309.47,843.8466984526002,370.12
17449,4,10,3927.84,842.9656426066924,1023.31
18061,17,26,6163.07,842.6998032296862,325.9
14099,29,17,4971.46,838.3131756601604,794.25
16767,3,11,7318.7,835.1104148398396,755.1
15482,75,11,5641.099999999999,831.2113501030437,8951.46
14292,55,11,6944.53,828.2355869526518,2281.7200000000003
16258,36,14,10480.07,827.4371996255977,1462.45
14534,5,22,4859.75,824.1126221427295,1411.36
17663,64,14,4389.45,818.9532528606043,786.38
12594,30,13,4281.79,809.6186137017228,808.32
15750,80,14,5441.541,804.2643681421632,1355.65
16131,25,10,8729.38,800.4297961539138,1228.04
17069,64,10,4580.37,799.8367541018291,1213.91
15288,65,9,3582.9700000000003,799.5563158249217,300.16
13266,22,15,4836.36,794.6188129469509,1298.68
13317,108,18,5526.3910000000005,793.5580838305945,959.7
13004,23,30,9780.03,792.6455379224275,1870.82
15521,4,15,6433.27,790.0785858700798,673.42
13015,106,10,5003.18,789.8475585346675,1583.24
16326,6,18,3254.0,785.6975599969071,1572.99
14944,4,14,7048.61,782.4134277763509,2736.06
16126,11,14,12065.73,775.8102596206745,2581.07
18204,19,2,1367.32,775.3566646362573,626.38
16455,4,10,3866.57,775.1056691768359,517.8
13458,9,12,9991.12,771.8679040965725,1968.15
13157,50,8,4819.34,771.6067946873158,868.02
12539,171,6,10164.09,771.5706949759332,1050.66
14146,164,9,7163.03,769.4003024942706,2287.27
17091,7,17,6675.34,764.7543047435639,1135.76
17306,9,17,7851.1,763.4761150521043,1931.25
16008,114,13,5044.5,763.2907571711896,339.63
17063,72,10,2849.26,761.1940612095144,789.27
13426,92,17,6084.74,756.5810075545498,2082.64
18097,36,10,3976.92,754.9929045728691,686.4
14307,44,8,4383.2,752.4232293348737,687.83
13709,11,10,4202.91,752.0496414413176,3388.84
13126,162,10,2976.03,749.7422434613411,1022.22
17975,24,22,6496.02,747.2610483643604,532.81
17802,89,9,4400.5,746.1458633842583,652.62
12557,67,7,15726.14,745.1965800784166,2990.0
16086,7,9,2643.3,744.7083303798337,221.69
13975,37,10,4330.27,743.5273846238263,1028.57
12349,317,3,2671.14,738.8220919718904,1757.55
17667,71,8,3646.2,738.5317836947446,304.5
16746,10,36,15789.82,735.8902428926685,2276.58
12841,16,32,6369.77,733.885324435375,1170.91
13263,17,27,6121.3,729.8083540359958,2583.39
16279,86,7,4554.58,728.8736256573603,1150.5
17238,45,26,5998.37,728.6186608254541,1784.73
17220,8,17,3578.48,724.138954529121,903.27
16745,7,16,6372.7,723.4582013791805,821.6
13394,25,16,5645.13,722.7429723587298,976.57
17754,51,10,3380.33,721.6826996638837,1197.2
13555,111,11,6439.96,720.761473420055,2559.23
17386,8,6,1823.69,720.1599477992419,989.08
13728,16,15,2636.05,719.5546679358333,219.12
13883,128,14,5628.32,718.8429233893173,931.7
12613,107,9,4953.21,714.4984957975387,1881.86
15271,4,19,3799.09,714.4875521868101,910.45
14239,4,19,3763.21,714.4875521868101,499.96
12500,16,14,3471.23,711.8988553310185,2483.98
13209,38,10,6773.98,711.1519724701955,1735.53
18245,58,19,5430.7300000000005,705.7117303443524,894.25
13464,304,5,2422.96,702.6559831798535,674.68
15867,22,28,8201.22,702.4524687839398,862.73
17581,19,35,14235.0,702.0346653828715,4522.75
16670,15,17,7174.22,692.7936087909392,855.93
13869,32,10,8111.57,691.3961478066052,0.0
13110,46,10,2511.04,691.3832545300504,446.43
12357,297,2,12079.99,690.0332927653917,6207.67
16556,15,16,7255.16,688.7893947029288,757.42
15529,52,9,3515.8,688.1412994317416,1596.15
17442,3,14,4293.43,687.3359438295214,326.87
17090,7,10,1917.3,685.3396278319698,1232.18
12431,28,23,9245.09,685.0582799758362,1612.88
17602,33,10,3257.71,683.6292493527664,4193.42
12647,35,33,17088.24,677.5179566328139,836.11
13534,17,31,6222.35,676.0642130143448,1498.55
14936,18,7,9346.67,675.2682058019639,3064.14
16255,5,14,4469.68,673.7079895041346,437.12
13750,49,10,3271.55,673.0059353260076,330.63
13993,10,16,5556.76,672.3480447973083,1218.95
16409,59,10,4719.43,672.2700408836905,989.61
14221,22,15,5701.7,667.0706603887195,815.79
16938,89,8,6717.55,666.5696928778256,325.63
14702,26,21,5149.78,664.4909331736502,1604.44
16570,36,16,5829.9800000000005,662.6622031816355,1604.33
16655,40,10,4622.74,661.4197511252914,1925.63
16497,112,22,5280.29,657.6493744415842,1414.99
12823,36,17,5966.0,657.5716107197577,535.5
15755,17,14,4773.7,654.4865058512704,1219.42
15321,201,10,5120.89,652.3596187058465,1588.84
18075,15,18,5129.29,650.8868243630737,654.0
17231,35,22,5961.44,646.7917602898782,1235.6
15194,36,24,9280.69,646.5951497089515,3147.0
14209,30,14,4796.17,645.1119323336103,197.1
12928,57,10,3378.33,642.8229001256201,926.56
12714,16,11,12774.55,636.6362745690283,1319.16
13107,85,7,4656.67,635.252052949725,596.4
15819,40,9,3614.81,633.5318760018899,319.98
13448,128,11,7124.76,632.7909035385517,2116.11
13769,1,18,5180.53,631.1393411069906,619.89
16940,78,7,5246.14,630.2906234625871,1181.52
14769,17,15,11585.07,626.8731165844061,4186.81
15518,33,14,3901.25,626.6982705043829,317.69
12523,17,19,3600.13,621.3246088264463,772.02
13577,2,10,2995.48,619.6585245829698,493.8
17422,2,10,3314.36,618.3293657606745,280.4
15514,135,13,5021.03,617.3838958717424,1577.52
17644,29,16,4758.59,616.3848856939198,1270.01
15712,19,10,3166.36,615.8515028690051,306.05
15955,16,16,6705.75,614.6982164874049,1952.61
17138,185,7,4417.27,613.8766735676302,0.0
17228,117,9,1958.73,613.8503877659695,1218.51
12916,48,7,4654.02,613.3127324090823,0.0
15255,305,8,2838.57,604.0619781246469,890.85
12409,92,5,18553.7,602.4643937931992,4865.59
17191,4,14,4303.88,601.6932597396853,532.17
14312,0,10,2525.89,594.7627711118449,564.4
14546,111,8,3494.69,591.3426934909223,1703.21
15027,77,9,3096.42,591.0134608724031,99.18
14159,5,16,6004.89,590.1995140499196,1933.12
14291,30,19,6376.39,589.9438877934745,1527.71
17873,93,17,6243.84,586.461112858355,272.04
15218,26,19,9625.03,586.3008586166314,1891.54
17293,28,13,2766.15,579.3984518441881,1008.08
17686,30,7,7146.7,578.6020710318161,1150.11
14514,110,8,3946.74,575.8956184825955,652.24
17470,36,10,2496.27,573.445536919326,308.6
17838,201,11,5631.3,572.4682074746231,1091.6
13115,93,7,4078.47,569.9073169073233,1416.23
14540,218,9,2994.98,567.321910220451,800.36
13658,113,5,4319.63,567.011401199538,1705.87
14047,109,12,3582.34,565.1183182761653,672.69
15980,163,5,4955.0,558.5531995338976,1638.68
15240,101,10,3798.79,558.4729210919523,661.1899999999999
12681,61,38,26947.32,557.0523645969719,3920.96
15910,8,12,2112.98,555.0552341331272,568.82
18230,3,7,3627.22,551.9543735300601,663.84
15301,23,14,6280.89,551.838278993684,1322.55
16145,9,16,5606.26,551.6927367880975,1199.18
15606,28,16,4750.21,551.6561560874075,480.78
15796,18,14,4039.99,547.1092953756132,1135.84
16153,25,10,4332.8,546.5522991732104,800.69
13979,302,6,2546.36,545.6158077941589,869.87
14733,20,14,15643.26,542.8448534592893,541.71
14572,19,9,4871.78,541.2361813575905,743.4
16293,1,11,3863.29,540.955242828749,794.6600000000001
17308,302,2,4511.76,537.3824719515982,0.0
17338,23,16,10705.66,535.9293947473346,1436.91
16931,12,16,3548.2,533.8024444691872,1685.42
13047,36,22,8239.630000000001,532.6960258448968,555.53
15527,54,20,4476.65,532.4326500280027,1098.99
15373,25,14,2692.38,530.3156722125862,729.01
14420,8,4,1639.17,530.0875232748115,0.0
17651,65,10,2906.53,526.8056175585688,2796.99
12518,19,1,324.83,523.4862637296607,1732.06
15382,94,10,9904.96,522.9906932496463,3828.59
15570,51,22,7972.2,518.6013854551672,1338.84
13069,9,34,9121.71,516.9805232313172,561.42
12497,310,2,5205.400000000001,514.1981213578638,1043.1
17819,92,11,6376.12,512.8933421258159,236.4
17314,58,14,3883.43,509.512217172869,1021.0
15572,19,7,3071.1,508.20909501346966,997.57
12645,19,7,3074.98,508.20909501346966,464.32
13225,52,14,14095.79,503.4742940729798,2164.28
13971,15,12,3895.21,501.97711125586994,772.36
14817,109,7,3959.86,501.2797326635556,0.0
12435,177,5,10075.03,498.9234714845242,3850.9
15569,13,10,3586.35,496.3548857844997,0.0
16986,354,9,3015.55,495.4462564844573,1873.2
17612,4,17,5029.35,492.9599633173955,365.51
14913,92,7,3762.85,491.06096138369617,310.28000000000003
12481,89,13,10866.83,489.9158578433255,1494.56
16875,54,10,3277.2,488.6383175181616,957.33
16466,12,13,3237.31,488.4531408847147,601.28
17576,8,36,7741.08,488.24249000271067,1315.73
16775,31,13,2535.78,488.1249806250159,521.11
16059,73,10,2709.21,488.12083701193495,508.56
15270,27,19,7995.66,486.8795202142133,529.2
16607,37,21,4626.74,486.6392236866447,1080.13
13695,7,13,2033.67,481.9520554869357,737.0600000000001
13305,2,14,3225.1,481.2832268055661,529.61
14766,77,9,5614.08,480.6220980266028,942.05
16477,41,10,3824.82,479.9028738028182,495.2
14854,42,10,3864.66,479.9028738028182,458.2
14701,82,13,3971.0,479.5378282138833,591.09
17750,8,5,1271.46,478.6607020240509,526.11
14064,22,14,3076.36,478.2970968973865,256.06
15502,33,7,9564.07,476.1667289500539,4429.4
17930,71,10,3228.88,473.8138067202544,1046.34
13758,110,13,8577.95,468.1866718655284,839.03
16190,304,7,2508.4700000000003,465.1745648952165,215.08
18041,13,33,7653.12,464.2322982872988,1099.26
13213,37,10,3294.82,464.03343621864656,556.7
15394,113,9,4539.7,463.0970467034065,747.1
17491,5,13,4540.31,463.00701027922446,1440.76
17315,9,35,7727.38,460.4721948362355,1923.22
13875,43,13,4452.38,460.44908063521007,361.99
15674,123,12,5881.29,458.78170383280303,1066.94
18094,45,11,5776.52,450.4326436890025,615.0
12664,53,5,3145.64,448.1123978333054,2924.4
13552,33,19,6001.76,447.2592411524413,977.16
15493,59,7,3631.93,446.5149377567608,683.05
17412,105,13,3869.28,446.17877830124496,548.24
13644,15,1,851.09,445.5131209298616,1773.17
16928,3,27,3669.18,444.33638054355725,444.05
16156,61,16,4541.31,440.9503944697085,1676.87
12721,92,6,3055.86,440.1896575953125,957.22
16200,73,11,5113.4,440.0596201826561,530.05
18287,111,5,3110.99,437.5954888083921,1072.0
16791,31,13,3117.18,436.719297699028,921.51
17685,176,10,4264.36,436.0396068285755,1678.81
15249,1,16,8216.88,434.9913586817861,1049.12
14049,68,12,10842.7,434.2237910720775,2396.33
13941,81,13,8840.6,433.5198765565172,2281.7000000000003
12567,5,14,12158.56,432.0126996753576,1551.3
12417,16,18,5984.33,431.5011784559783,832.58
17652,53,6,2713.57,430.5338045257273,2154.15
15380,50,8,2371.36,430.4039249194688,1107.7
14395,87,17,6666.52,429.0629047863678,1541.49
12598,71,7,3095.39,428.9772247836478,1438.7
13629,8,16,11296.86,427.33770467463495,2074.0
17368,2,12,2549.14,426.2646018817823,277.0
13804,6,6,2116.14,424.98972344881577,1092.38
16098,37,13,4154.96,422.75469507756185,293.14
15031,19,12,2750.23,420.37640972093857,406.35
13772,6,7,2668.31,420.12561835332974,445.91
13048,23,8,3623.35,419.8108655701179,460.86
16005,92,8,2118.91,417.6809431769048,317.31
13599,66,20,7327.8,416.35987228293857,2839.83
14085,50,27,8904.62,415.5555665180621,1200.35
15694,85,19,7637.19,414.8240526979324,3173.62
13635,352,3,1928.13,407.8408890303572,1071.03
16365,32,13,2629.34,407.6115577353194,677.8599999999999
13077,199,10,2912.84,407.4699240612319,151.83
17567,2,7,3950.0,406.821930251878,1406.03
16003,44,8,4672.36,406.1701601016869,941.47
17084,305,1,2253.22,404.4418677033599,2949.75
13178,42,18,12725.45,403.79386219409776,1333.74
17001,1,16,5444.72,403.7736146407751,1196.08
17659,9,11,2488.36,402.78409399859066,1346.43
12395,21,11,3948.21,402.3845049663203,1119.06
13021,76,12,3423.33,402.3475233473781,1463.91
15544,29,18,7388.09,402.18712919230495,774.34
18077,13,14,3376.49,402.1127941568309,962.07
14482,8,8,2755.71,401.791000884456,1602.2
16218,24,12,3990.77,400.6539521847905,449.2
16444,4,16,3543.31,400.0914390347341,113.27
16983,6,9,2969.27,397.7205107697192,740.9499999999999
12473,24,2,1186.25,396.25438268121934,2752.3
16732,312,3,3783.89,395.94830707988257,603.75
17457,36,14,5984.81,394.1276951342215,0.0
15150,18,8,7256.23,388.74790186360127,1744.85
13384,38,6,4284.74,387.636480710986,2396.09
17758,61,8,2992.03,385.9810155906404,2020.5
14560,4,37,5441.46,380.2543178168361,672.57
18073,23,12,3877.52,379.0602191021355,0.0
16818,2,9,2528.47,376.5722474600341,821.1
15874,87,20,9086.63,376.4030473615366,2198.13
15372,46,8,6017.06,375.4076136679968,0.0
15023,25,17,10478.24,374.9329161565632,1692.44
13735,85,11,8337.67,372.8296305875136,1475.55
17611,33,22,7112.01,372.2698717936484,1259.97
13623,119,9,2370.63,371.8632668371383,195.86
12553,19,9,3336.06,371.3561545731689,1272.69
14409,32,8,3640.37,371.16769299902666,115.72
17774,6,9,3328.05,371.1292939380447,0.0
13842,65,16,4409.56,370.5249471528724,1220.35
