Customer ID,Recency,Frequency,Monetary,future_spend_3m,future_spend_3m_log
12416,566,11,202.56,0.0,0.0
12417,16,326,5984.33,832.58,6.725729678388825
12418,22,102,2021.2,0.0,0.0
12419,295,25,503.01,0.0,0.0
12421,24,56,920.12,178.48,5.190063781107782
12422,5,172,5231.8,0.0,0.0
12423,10,148,2413.75,208.64,5.345391773933965
12424,72,92,3340.03,0.0,0.0
12425,357,55,964.21,777.2,6.6569835605504535
12426,104,77,1345.21,0.0,0.0
12427,281,20,607.0,522.3,6.260154913378162
12428,29,279,7548.12,408.34,6.014546106551303
12429,82,146,6580.39,905.52,6.8096130928307295
12431,28,355,9245.09,1612.88,7.386396496623458
12432,79,76,4016.66,1042.66,6.950489044902347
12433,0,514,13600.62,6980.64,8.851039125178398
12434,169,36,583.54,519.89,6.255538887024156
12435,177,95,10075.03,3850.9,8.256321812041056
12436,9,16,509.01,0.0,0.0
12437,7,466,10543.4,2140.0,7.669028288589683
12438,49,49,890.0699999999999,2016.78,7.609753176140044
12439,592,72,1158.18,0.0,0.0
12440,371,32,859.2,0.0,0.0
12441,276,22,347.1,0.0,0.0
12443,641,21,485.31,0.0,0.0
12444,31,105,2627.27,2378.19,7.774515372603581
12445,330,20,301.58000000000004,133.4,4.900820428089049
12447,152,26,476.49,0.0,0.0
12449,1,142,3493.18,1342.71,7.203189723991054
12450,65,37,688.2,0.0,0.0
12451,127,352,8942.18,3727.7,8.223814926419575
12453,43,43,707.09,0.0,0.0
12454,305,25,13151.44,3528.34,8.168866163607964
12455,37,208,5589.45,290.5,5.675040005790547
12456,40,86,2265.4,915.64,6.8207148106602675
12457,143,47,1699.93,1295.98,7.167793763997088
12458,194,65,1272.01,505.48,6.227484836235871
12459,514,23,454.36,0.0,0.0
12460,365,18,326.65,0.0,0.0
12461,3,35,826.88,0.0,0.0
12462,212,40,762.11,427.48,6.060244062502807
12463,84,61,985.79,358.99,5.886076253286569
12464,15,21,780.55,431.5,6.069582326371934
12465,78,26,440.94,301.25,5.711254489494902
12466,591,1,56.73,0.0,0.0
12467,332,9,132.8,0.0,0.0
12468,97,150,3670.74,0.0,0.0
12469,432,76,3070.54,0.0,0.0
12470,599,23,211.95,0.0,0.0
12471,16,940,31256.14,8707.65,9.072072063574225
12472,48,821,16236.08,1644.51,7.405805645545117
12473,24,65,1186.25,2752.3,7.920555471236099
12474,8,533,9410.72,3013.73,8.01126555291244
12475,319,25,426.26,723.38,6.585316116572351
12476,50,400,10490.66,3624.75,8.195816442440359
12477,10,463,15890.66,4385.71,8.38633479458186
12480,52,202,4328.17,1136.6799999999998,7.03674638006444
12481,89,331,10866.83,1494.56,7.310255997626286
12482,485,204,23691.4,0.0,0.0
12483,8,117,4259.66,860.9200000000001,6.759162458932224
12484,10,411,5491.58,878.57,6.7794331516869635
12485,438,34,708.1,0.0,0.0
12486,341,49,1037.28,0.0,0.0
12487,640,2,285.29999999999995,0.0,0.0
12489,245,15,334.93,0.0,0.0
12490,2,382,7958.3,1865.34,7.531734572740844
12492,14,31,578.39,136.82,4.925948485929061
12493,75,22,433.74,0.0,0.0
12494,71,85,1495.63,377.24,5.935528914777679
12495,550,17,357.4,0.0,0.0
12496,529,13,54.09,0.0,0.0
12497,310,43,5205.400000000001,1043.1,6.950910549296065
12499,469,27,393.72,0.0,0.0
12500,16,117,3471.23,2483.98,7.818019890208603
12501,246,149,2169.39,0.0,0.0
12502,5,147,3723.87,0.0,0.0
12503,493,2,1126.0,0.0,0.0
12504,326,11,297.0,482.05,6.180120167963518
12505,318,42,955.2,0.0,0.0
12506,142,23,73.5,0.0,0.0
12507,43,49,1844.06,0.0,0.0
12509,193,7,176.5,0.0,0.0
12510,52,145,5178.02,0.0,0.0
12511,338,190,3084.02,0.0,0.0
12513,22,35,612.29,0.0,0.0
12514,176,84,1597.76,0.0,0.0
12515,262,16,383.7,0.0,0.0
12516,90,61,1919.76,728.86,6.5928527349282255
12517,35,184,1538.7,964.14,6.872273168536439
12518,19,18,324.83,1732.06,7.457643911158978
12519,386,22,385.7,340.84,5.83434279133577
12520,51,121,2045.85,588.41,6.379122036566182
12521,52,38,599.68,0.0,0.0
12523,17,207,3600.13,772.02,6.650304921473932
12524,71,212,9762.87,1363.24,7.218352776004659
12525,407,60,973.73,0.0,0.0
12526,3,29,520.3,796.36,6.681306270659201
12527,204,29,671.72,63.790000000000006,4.171151270461866
12528,24,65,1287.37,646.11,6.472516295505861
12529,437,21,316.48,0.0,0.0
12530,33,138,3318.63,440.63,6.090472427438032
12531,595,110,1807.98,125.22,4.838026416156094
12533,537,72,1367.89,0.0,0.0
12534,40,63,1089.18,0.0,0.0
12535,1,34,716.35,0.0,0.0
12537,318,43,732.94,0.0,0.0
12538,287,13,276.5,363.95,5.899760357897641
12539,171,461,10164.09,1050.66,6.958125147142896
12540,1,614,18101.11,4153.38,8.331918478345596
12541,82,28,536.14,445.04,6.100408634097161
12542,393,39,481.88,0.0,0.0
12543,357,43,980.25,0.0,0.0
12545,169,34,628.15,372.24,5.9222216443658215
12547,107,21,383.58,0.0,0.0
12548,75,5,95.2,0.0,0.0
12549,485,49,1575.68,0.0,0.0
12551,267,10,168.0,0.0,0.0
12553,19,182,3336.06,1272.69,7.149673478422552
12554,358,26,468.5,0.0,0.0
12555,591,1,129.23,0.0,0.0
12556,60,67,312.9,290.81,5.676102905549459
12557,67,54,15726.14,2990.0,8.003363058629947
12559,220,21,561.71,0.0,0.0
12560,21,77,1436.31,697.7,6.549221465558405
12561,212,16,238.85,0.0,0.0
12562,36,117,2790.41,2176.51,7.685937301138615
12563,318,13,249.24,0.0,0.0
12564,170,21,456.9,0.0,0.0
12565,198,9,145.92,0.0,0.0
12567,5,558,12158.56,1551.3,7.3474929810323975
12568,554,5,70.0,0.0,0.0
12569,1,92,2167.68,1957.01,7.579683930329712
12570,591,1,77.52,0.0,0.0
12571,31,14,248.35,271.26,5.606757492084327
12573,136,119,717.41,0.0,0.0
12574,225,11,218.45,0.0,0.0
12575,366,38,622.8199999999999,0.0,0.0
12576,5,116,1763.44,379.28,5.9409078234908295
12577,268,222,1191.84,461.91,6.137532650741885
12578,239,128,3456.6,1185.85,7.079058017626961
12580,156,58,1052.9,0.0,0.0
12582,148,103,1980.4,0.0,0.0
12583,16,365,11398.27,3049.17,8.022952605753087
12584,36,34,782.59,1555.56,7.3502335371631204
12585,143,87,2040.1,0.0,0.0
12586,284,83,1865.73,196.94000000000003,5.2879639544685455
12588,308,36,743.88,214.9,5.3748153375207615
12589,54,155,4180.48,515.1800000000001,6.2464555418613115
12590,120,68,9864.26,0.0,0.0
12591,226,69,1352.15,0.0,0.0
12592,1,81,2582.66,0.0,0.0
12593,18,21,418.1,0.0,0.0
12594,30,174,4281.79,808.32,6.696194388910994
12595,414,19,299.02,0.0,0.0
12596,151,15,269.95,348.32,5.855988407545532
12597,92,78,1428.81,2382.41,7.776287514334737
12598,71,137,3095.39,1438.7,7.27219003753231
12599,36,119,2121.18,175.54000000000002,5.173547479592087
12600,22,117,4381.4400000000005,662.48,6.497498710137842
12601,99,34,681.26,0.0,0.0
12604,171,10,178.5,75.68,4.339640918177444
12605,285,76,1232.95,0.0,0.0
12606,591,1,21.0,0.0,0.0
12608,314,16,415.79,0.0,0.0
12609,95,158,3109.74,326.12,5.7903270760563865
12610,15,72,1256.25,843.29,6.7384960374740785
12613,107,248,4953.21,1881.86,7.540547176450716
12614,187,20,315.6,0.0,0.0
12615,77,196,4084.53,1656.45,7.413035555692498
12616,4,54,1131.1,0.0,0.0
12619,25,49,2227.6,1553.78,7.349089335504544
12620,114,33,561.66,777.75,6.657690070101663
12621,9,649,21281.18,3494.63,8.159268895934208
12622,141,11,180.1,0.0,0.0
12623,185,173,3747.84,0.0,0.0
12624,15,38,641.13,0.0,0.0
12625,121,183,5164.88,0.0,0.0
12626,22,206,4774.0,1846.48,7.521577827323978
12627,5,141,2727.83,1750.7,7.468342023957602
12629,295,45,1558.22,0.0,0.0
12631,365,152,2841.07,640.5,6.463809184055691
12632,430,35,804.88,0.0,0.0
12633,39,291,5462.93,215.23,5.376342655985804
12634,445,20,490.0,0.0,0.0
12635,64,118,1924.87,1005.54,6.914273985969253
12636,648,1,141.0,0.0,0.0
12637,1,558,7981.91,358.4,5.884435974349459
12638,549,9,249.8,671.69,6.511284599453549
12639,148,64,1312.37,0.0,0.0
12641,24,10,185.9,0.0,0.0
12642,17,24,366.45,646.81,6.473597443481311
12643,37,52,8350.42,0.0,0.0
12644,39,111,1918.49,0.0,0.0
12645,19,146,3074.98,464.32,6.142725340948566
12647,35,521,17088.24,836.11,6.72995548359872
12648,64,65,1112.0,0.0,0.0
12649,16,118,2294.65,0.0,0.0
12651,244,30,377.75,0.0,0.0
12652,240,51,1017.03,0.0,0.0
12653,58,86,4160.83,0.0,0.0
12654,107,22,337.75,264.23,5.580597374085823
12655,333,16,261.35,0.0,0.0
12656,25,190,5177.33,1230.5,7.115988217560592
12661,345,11,162.0,0.0,0.0
12662,16,333,5791.900000000001,1196.12,7.087673951159781
12663,534,10,239.4,0.0,0.0
12664,53,26,3145.64,2924.4,7.981186502452988
12665,234,17,313.6,0.0,0.0
12666,303,31,1248.42,0.0,0.0
12668,168,501,10562.0,882.6800000000001,6.784095006152877
12669,60,101,2744.03,0.0,0.0
12670,8,81,2398.71,1361.58,7.217135240410037
12671,515,45,2622.481,0.0,0.0
12672,239,22,437.05,0.0,0.0
12673,236,55,840.4,389.62,5.967735220408745
12674,1,59,1402.0,568.6,6.344934360097766
12675,463,113,958.5,0.0,0.0
12676,33,92,2509.75,333.34000000000003,5.8121584392744845
12677,464,21,395.1,0.0,0.0
12678,10,304,24934.98,9346.2,9.142832112193421
12679,115,44,906.38,206.64,5.3358058109590285
12680,22,20,311.78,569.03,6.34568899102255
12681,61,1301,26947.32,3920.96,8.27434680782616
12682,10,869,19965.61,4068.3,8.311226273472645
12683,2,467,10842.4,1854.38,7.525844805814302
12684,80,58,1379.48,904.15,6.808100675821953
12685,2,90,1606.42,1256.66,7.137008130460524
12686,281,14,178.28,0.0,0.0
12687,390,126,2138.91,0.0,0.0
12688,23,171,4873.81,0.0,0.0
12689,37,34,511.03,736.5799999999999,6.603374556907305
12690,115,16,389.01,0.0,0.0
12691,54,28,690.9,479.5,6.174827228410347
12692,546,13,110.95,0.0,0.0
12693,36,79,1703.02,0.0,0.0
12694,92,66,1413.18,430.17,6.066502443890595
12695,16,51,1158.92,248.2,5.518255786913298
12696,344,49,851.91,0.0,0.0
12697,40,29,733.91,223.68,5.414677167664232
12698,499,16,339.75,0.0,0.0
12699,327,41,638.11,0.0,0.0
12700,65,122,2149.05,2790.94,7.934491973680004
12701,151,115,1985.78,460.63,6.1347637044165335
12703,542,53,722.98,283.55,5.650908985049133
12704,15,50,1100.92,1239.92,7.123608318984884
12705,67,471,9056.33,2705.77,7.9035113210987795
12707,201,33,603.42,0.0,0.0
12708,11,272,4632.96,681.14,6.5252349153690705
12709,5,432,28587.61,2505.73,7.826734393914044
12710,6,77,1149.02,0.0,0.0
12711,521,60,1339.05,0.0,0.0
12712,16,257,6710.610000000001,483.05,6.182188207166081
12714,16,628,12774.55,1319.16,7.185508220356033
12715,15,21,353.86,0.0,0.0
12716,42,45,677.9,375.59,5.931157062498227
12717,60,71,1308.91,0.0,0.0
12720,3,393,6168.78,2091.89,7.646301164925365
12721,92,180,3055.86,957.22,6.865077396700408
12722,24,50,929.65,67.98,4.233816607508695
12724,82,94,1566.47,751.0500000000001,6.622802811101223
12725,280,130,2694.56,0.0,0.0
12726,94,122,2872.82,1141.78,7.041219169328432
12727,4,180,5036.53,643.0,6.467698726104354
12728,166,48,851.15,219.02,5.3937184513112895
12729,23,26,453.01,0.0,0.0
12730,431,47,829.25,0.0,0.0
12731,53,298,18204.05,7571.66,8.932299671763683
12732,89,12,236.26,0.0,0.0
12733,143,157,2424.87,0.0,0.0
12734,262,19,639.65,0.0,0.0
12735,224,43,779.5699999999999,0.0,0.0
12736,242,4,234.0,0.0,0.0
12737,408,2,3710.5,0.0,0.0
12738,281,22,310.7,0.0,0.0
12739,8,88,2689.23,37.5,3.6506582412937387
12741,438,16,406.07,0.0,0.0
12742,535,67,1201.52,0.0,0.0
12743,43,134,546.43,0.0,0.0
12744,54,305,18249.74,7067.32,8.863378106891243
12745,396,23,925.41,0.0,0.0
12746,450,17,254.55,0.0,0.0
12747,19,224,7849.93,1426.61,7.263756996354711
12748,0,4673,36987.41,19611.98,9.883946870929181
12749,40,267,5561.71,1335.65,7.197921762726839
12750,38,15,275.88,0.0,0.0
12751,354,62,268.27,0.0,0.0
12753,45,166,16620.91,4808.48,8.478344249147597
12754,145,63,3010.74,0.0,0.0
12755,190,64,9030.66,0.0,0.0
12757,52,122,5281.08,2576.02,7.8543889715846085
12758,26,313,9903.24,0.0,0.0
12759,81,273,4571.82,448.92,6.109069789182246
12760,365,21,347.8,0.0,0.0
12761,367,27,782.95,0.0,0.0
12763,47,34,814.16,0.0,0.0
12764,226,45,1693.88,0.0,0.0
12765,381,68,1404.58,0.0,0.0
12766,58,372,8030.84,2037.44,7.61994008841922
12767,285,43,949.82,0.0,0.0
12768,360,10,168.69000000000003,0.0,0.0
12769,148,32,1143.6,0.0,0.0
12770,120,28,3246.45,0.0,0.0
12771,395,15,282.3,0.0,0.0
12773,473,6,124.25,0.0,0.0
12774,445,6,98.7,0.0,0.0
12775,99,67,1464.76,221.36,5.404297690085269
12776,577,4,55.5,0.0,0.0
12777,367,26,519.45,0.0,0.0
12778,92,95,1445.51,330.17,5.80263183869837
12779,99,232,5740.32,981.95,6.890558254153616
12780,508,20,337.4,0.0,0.0
12781,194,15,549.26,277.48,5.629346243503184
12782,59,213,4365.99,252.25,5.5343771431287925
12784,438,72,1230.33,574.42,6.355100208942306
12785,273,56,1100.4,0.0,0.0
12786,519,18,728.5,0.0,0.0
12787,1,40,743.18,119.0,4.787491742782046
12788,372,26,444.9,0.0,0.0
12789,422,4,181.5,91.85,4.530985287798715
12790,101,37,591.85,0.0,0.0
12791,283,30,1056.11,0.0,0.0
12792,166,47,827.01,0.0,0.0
12793,244,51,1017.33,0.0,0.0
12794,8,20,317.0,543.41,6.299702639455043
12796,537,7,381.0,0.0,0.0
12797,275,43,806.11,0.0,0.0
12798,80,31,3140.93,5370.0,8.58876938990546
12799,438,15,219.35,0.0,0.0
12800,379,34,584.25,0.0,0.0
12801,410,50,1071.82,0.0,0.0
12802,96,138,2416.42,0.0,0.0
12803,302,55,1092.81,0.0,0.0
12804,375,67,327.02,0.0,0.0
12805,291,58,1434.95,0.0,0.0
12806,344,67,2878.96,0.0,0.0
12807,292,16,330.35,0.0,0.0
12808,94,42,703.8000000000001,202.3,5.314682720634301
12809,87,81,1755.94,0.0,0.0
12810,444,32,534.99,0.0,0.0
12811,170,56,1033.9,0.0,0.0
12813,411,45,1687.8,0.0,0.0
12814,11,2,125.92,0.0,0.0
12815,57,47,1063.46,0.0,0.0
12816,5,29,572.2,0.0,0.0
12817,190,25,690.98,0.0,0.0
12818,171,14,1542.08,0.0,0.0
12819,367,19,540.52,0.0,0.0
12820,236,111,1917.64,771.88,6.650123797209254
12821,123,13,220.8,0.0,0.0
12823,36,17,5966.0,535.5,6.285066562070753
12825,430,24,518.63,0.0,0.0
12826,88,131,2299.65,656.1,6.487836213903822
12828,8,25,415.51,603.2,6.403905268952571
12829,246,19,385.3,0.0,0.0
12830,0,36,6414.32,400.3200000000001,5.994759114057413
12831,171,22,451.11,0.0,0.0
12832,7,18,267.8,115.23,4.755570986655616
12833,54,24,417.38,0.0,0.0
12834,192,18,312.38,0.0,0.0
12835,337,620,6043.31,0.0,0.0
12836,46,364,6085.29,500.33,6.217264566883401
12837,82,92,688.41,0.0,0.0
12838,283,359,3106.14,292.34000000000003,5.68133234581861
12839,1,444,7577.7,2494.03,7.822056032161427
12840,53,176,4041.97,0.0,0.0
12841,16,579,6369.77,1170.91,7.066390175379443
12842,218,28,1109.73,808.26,6.696120249850796
12843,69,220,6578.46,9.95,2.3933394562625097
12844,39,79,497.52,151.08,5.024406698180174
12845,176,27,354.09,0.0,0.0
12846,591,1,15.58,0.0,0.0
12847,297,35,765.36,871.54,6.771408498297926
12848,585,16,208.0,0.0,0.0
12849,178,133,2744.17,346.39,5.850448068130755
12850,355,2,330.0,0.0,0.0
12851,6,80,284.13,0.0,0.0
12852,204,17,311.55,0.0,0.0
12853,44,148,3907.5,0.0,0.0
12854,150,231,2479.89,514.13,6.244419295993821
12855,282,70,650.9399999999999,0.0,0.0
12857,120,121,3688.0,0.0,0.0
12858,292,49,177.92,0.0,0.0
12859,368,21,575.1,0.0,0.0
12860,602,17,55.47,0.0,0.0
12861,529,4,68.25,0.0,0.0
12862,335,133,1008.32,0.0,0.0
12863,288,43,2271.35,521.2,6.258050656265029
12864,47,7,299.57,0.0,0.0
12865,33,158,2736.62,586.85,6.37647181331375
12866,192,63,1227.35,0.0,0.0
12867,5,958,6902.21,1011.08,6.9197628981064145
12868,95,146,2247.06,0.0,0.0
12869,591,37,337.67,0.0,0.0
12870,284,93,1676.95,0.0,0.0
12871,116,11,495.38,248.64,5.520019880065842
12872,236,436,3685.49,0.0,0.0
12873,191,35,2027.3,0.0,0.0
12874,294,48,948.42,0.0,0.0
12875,52,8,1356.99,0.0,0.0
12876,105,119,2590.2000000000003,1491.59,7.308268144956232
12877,34,196,2478.63,476.54,6.168647926045813
12878,145,47,854.99,0.0,0.0
12879,1,4,140.5,432.72,6.072399164603981
12880,291,36,640.13,0.0,0.0
12881,185,7,298.0,0.0,0.0
12885,33,39,645.35,529.87,6.274517170176084
12886,129,47,775.0,603.4,6.404236230398585
12887,293,13,222.4,0.0,0.0
12888,123,5,354.12,0.0,0.0
12889,290,25,385.46,0.0,0.0
12890,296,57,336.8,380.47,5.944032210673093
12891,95,11,840.5,0.0,0.0
12892,306,18,263.38,0.0,0.0
12894,484,21,157.35,0.0,0.0
12897,114,14,514.25,0.0,0.0
12898,373,32,310.96000000000004,0.0,0.0
12899,323,17,366.4,0.0,0.0
12900,331,13,340.33,0.0,0.0
12901,18,90,11639.47,6015.07,8.70218950120028
12902,174,10,138.68,0.0,0.0
12903,338,41,833.53,0.0,0.0
12904,81,32,244.69,264.89,5.583082689418416
12905,486,54,1018.42,0.0,0.0
12907,305,25,508.91,0.0,0.0
12908,85,5,1776.0,0.0,0.0
12909,111,132,2452.89,650.3,6.478970365552356
12910,43,98,4208.38,1588.14,7.370948268382507
12911,461,248,1680.47,0.0,0.0
12913,192,61,5083.62,1617.24,7.389094417891618
12914,310,9,223.98,0.0,0.0
12915,58,73,1174.75,0.0,0.0
12916,48,184,4654.02,0.0,0.0
12917,37,50,4359.2,0.0,0.0
12918,535,1,10953.5,0.0,0.0
12919,26,16,441.65,893.54,6.796309619668363
12920,480,32,323.86,164.23,5.1073384426629
12921,7,1275,29417.42,6503.62,8.780267972637676
12922,70,28,405.38,0.0,0.0
12923,299,33,612.9,176.97,5.181614996761894
12924,107,59,2190.9700000000003,278.43,5.632751814000819
12925,502,5,35.28,694.05,6.5439837854231016
12926,320,274,1548.46,0.0,0.0
12927,304,11,197.31,0.0,0.0
12928,57,149,3378.33,926.56,6.8325574824162345
12929,221,8,117.85,0.0,0.0
12930,80,14,221.56,194.24,5.274229571018947
12931,11,196,82822.08,9525.26,9.161807474710782
12932,448,95,1698.56,0.0,0.0
12933,80,239,1436.99,250.04,5.525612288984722
12934,646,2,181.65,0.0,0.0
12935,19,217,3618.5,625.36,6.439925285677242
12937,106,125,2021.57,1076.04,6.981971816670979
12939,47,70,21673.08,3591.72,8.186664854769887
12941,633,27,377.49,0.0,0.0
12942,40,91,942.65,0.0,0.0
12943,467,25,496.5,0.0,0.0
12944,264,14,286.95,317.56,5.7638108403158865
12945,197,51,900.11,0.0,0.0
12946,346,20,324.45,0.0,0.0
12947,53,114,1908.03,0.0,0.0
12948,14,94,1676.44,640.99,6.464572727244661
12949,23,679,14808.9,717.8,6.577583154909404
12951,83,176,2901.4300000000003,312.29,5.747129279159567
12953,431,31,498.96,329.85,5.801665100458068
12954,548,10,162.45,0.0,0.0
12955,2,82,1843.36,2913.8,7.977556485796127
12956,215,42,521.89,0.0,0.0
12957,95,360,6404.72,2302.25,7.742076447989041
12958,309,57,539.49,0.0,0.0
12959,393,8,150.95,0.0,0.0
12960,323,70,1322.07,0.0,0.0
12961,288,40,211.99,0.0,0.0
12962,22,11,170.54000000000002,95.85,4.573163389853005
12963,275,111,2110.76,1490.83,7.307758833253168
12964,346,26,132.24,0.0,0.0
12967,267,80,4306.92,0.0,0.0
12968,21,5,135.95,0.0,0.0
12969,512,5,122.45,0.0,0.0
12970,231,240,1096.53,428.44,6.062482034343263
12971,1,333,12948.2,3024.59,8.01486139276917
12972,323,77,1161.2,0.0,0.0
12973,323,6,385.55,0.0,0.0
12974,107,32,408.95,0.0,0.0
12975,346,112,2100.09,0.0,0.0
12976,121,154,3156.38,0.0,0.0
12977,65,59,517.63,0.0,0.0
12978,294,163,2502.82,0.0,0.0
12979,638,56,517.7,0.0,0.0
12980,67,52,16245.78,0.0,0.0
12981,42,11,187.18,185.04,5.225961704355896
12982,152,178,2744.81,0.0,0.0
12983,507,30,490.08,0.0,0.0
12986,338,102,2729.84,0.0,0.0
12987,107,52,1057.81,254.4,5.542830943598439
12988,201,92,535.32,0.0,0.0
12989,67,59,11096.78,2454.9700000000003,7.806277074208716
12990,94,21,809.9,145.6,4.987707789452551
12991,21,36,564.62,200.2,5.304299438225584
12992,634,6,93.35,0.0,0.0
12993,30,73,1217.27,42.36000000000001,3.769537357131391
12994,29,41,645.47,328.95,5.798941127829431
12996,285,22,355.5,0.0,0.0
12997,145,81,1492.49,618.42,6.4287835563300515
12998,402,58,920.08,0.0,0.0
12999,105,28,455.88,0.0,0.0
13000,16,62,1032.5,0.0,0.0
13001,67,988,22968.7,1203.4,7.093736796607579
13002,227,23,414.13,0.0,0.0
13003,15,6,149.05,0.0,0.0
13004,23,681,9780.03,1870.82,7.534666498568306
13005,83,56,999.68,0.0,0.0
13007,489,11,175.25,0.0,0.0
13008,232,35,612.13,0.0,0.0
13009,582,4,234.0,0.0,0.0
13010,283,12,330.12,0.0,0.0
13011,281,6,101.1,0.0,0.0
13012,58,116,2323.3,649.53,6.477787415259625
13013,2,509,11500.92,1124.85,7.026293584905669
13014,23,178,3937.28,1443.8,7.275726182662721
13015,106,261,5003.18,1583.24,7.3678600760486255
13016,32,28,425.25,364.64,5.901649242785618
13018,2,473,7561.17,2201.99,7.697570807527401
13019,288,55,1229.95,0.0,0.0
13020,472,39,618.96,0.0,0.0
13021,76,184,3423.33,1463.91,7.289549086116957
13022,339,5,65.3,0.0,0.0
13023,39,56,1095.53,353.5,5.870708345972182
13024,380,31,555.87,0.0,0.0
13025,641,13,323.39,0.0,0.0
13026,2,59,1361.92,371.16,5.9193238693303
13027,23,86,17335.2,0.0,0.0
13029,48,14,1453.0,474.3,6.163946183619964
13030,277,120,855.48,371.74,5.920881125652519
13031,316,435,3419.27,0.0,0.0
13032,302,141,1833.37,1010.18,6.918873244715984
13033,266,13,220.55,0.0,0.0
13034,278,29,445.77,476.91,6.169422430244873
13035,170,27,775.32,588.88,6.37991912638274
13036,594,6,307.1,0.0,0.0
13037,47,232,3914.95,0.0,0.0
13038,93,22,591.76,316.70000000000005,5.761107541275471
13039,493,55,1010.73,0.0,0.0
13041,360,35,799.13,0.0,0.0
13042,507,199,1556.54,0.0,0.0
13043,182,13,516.42,0.0,0.0
13044,200,419,4853.9,0.0,0.0
13045,8,45,808.92,0.0,0.0
13046,175,35,517.66,431.59,6.069790397209245
13047,36,363,8239.630000000001,555.53,6.321721077618392
13048,23,238,3623.35,460.86,6.135261814855749
13049,227,19,905.34,502.9,6.222377835686553
13050,15,932,11017.41,1327.12,7.191519687399813
13051,488,4,155.8,0.0,0.0
13052,121,253,3168.53,0.0,0.0
13053,531,17,127.65,0.0,0.0
13055,123,100,1451.56,869.55,6.769125195812608
13056,460,19,209.48,0.0,0.0
13057,439,41,722.09,0.0,0.0
13058,61,3,47.55,223.85,5.415433513216716
13059,159,202,2303.17,0.0,0.0
13060,163,15,307.53,0.0,0.0
13062,100,11,346.98,0.0,0.0
13063,390,12,188.4,0.0,0.0
13064,62,61,1220.5,460.24,6.133918514902915
13065,282,76,1260.91,0.0,0.0
13067,319,17,393.05,115.46,4.757547866408974
13068,229,1,165.0,179.0,5.19295685089021
13069,9,1059,9121.71,561.42,6.3322489017418135
13070,101,33,751.7,0.0,0.0
13071,521,12,129.22,0.0,0.0
13072,176,7,177.15,0.0,0.0
13073,320,27,418.08,0.0,0.0
13074,420,29,1378.74,0.0,0.0
13075,39,22,919.61,0.0,0.0
