Customer ID,Recency,Frequency,Monetary,purchase_next_3m,purchase_probability
12458,194,3,1272.01,1.0,0.5405528176009972
12459,514,1,454.36,0.0,0.15134358658910887
12460,365,1,326.65,0.0,0.4460255346789109
12461,3,2,826.88,0.0,0.368977957114567
12462,212,1,762.11,1.0,0.33211264137179497
12463,84,3,985.79,1.0,0.5674094697930983
12464,15,6,780.55,1.0,0.5919605342536696
12465,78,1,440.94,1.0,0.5590803519822729
12466,591,1,56.73,0.0,0.02058937273035098
12467,332,1,132.8,0.0,0.16470551624986995
12468,97,5,3670.74,0.0,0.7091538736663361
12469,432,2,3070.54,0.0,0.09836918898928332
12470,599,1,211.95,0.0,0.023118639622852932
12471,16,68,31256.14,1.0,0.9972873501446832
12472,48,17,16236.08,1.0,0.7827777460419625
12473,24,2,1186.25,1.0,0.7754097281659326
12474,8,26,9410.72,1.0,0.9740821227819088
12475,319,1,426.26,1.0,0.338106681275231
12476,50,18,10490.66,1.0,0.9732118853890434
12477,10,6,15890.66,1.0,0.755174528521709
12480,52,6,4328.17,1.0,0.7740922735052691
12481,89,13,10866.83,1.0,0.9387047652764489
12482,485,29,23691.4,0.0,0.011582341522210354
12483,8,17,4259.66,1.0,0.994193986463218
12484,10,10,5491.58,1.0,0.8578127442460884
12485,438,1,708.1,0.0,0.3235911126137306
12486,341,1,1037.28,0.0,0.28107112174643784
12487,640,1,285.29999999999995,0.0,0.07193139689885618
12489,245,1,334.93,0.0,0.11981061850054477
12490,2,17,7958.3,1.0,0.9963363733723704
12492,14,2,578.39,1.0,0.6967149302917341
12493,75,2,433.74,0.0,0.6701751780834978
12494,71,7,1495.63,1.0,0.8306012816667055
12495,550,1,357.4,0.0,0.006393647482632597
12496,529,2,54.09,0.0,0.5083539783881833
12497,310,2,5205.400000000001,1.0,0.6409332775580391
12499,469,1,393.72,0.0,0.10038520374109543
12500,16,14,3471.23,1.0,0.9901336120485433
12501,246,1,2169.39,0.0,0.23057874374312493
12502,5,5,3723.87,0.0,0.28296770007532174
12503,493,1,1126.0,0.0,0.13597807081269125
12504,326,2,297.0,1.0,0.439990231853572
12505,318,1,955.2,0.0,0.32082615888178173
12506,142,1,73.5,0.0,0.06793055661636173
12507,43,4,1844.06,0.0,0.3352312934945251
12509,193,1,176.5,0.0,0.23792802799365204
12510,52,9,5178.02,0.0,0.8343088829870291
12511,338,1,3084.02,0.0,0.22737121082152753
12513,22,1,612.29,0.0,0.2534960593953962
12514,176,2,1597.76,0.0,0.2301420197423145
12515,262,1,383.7,0.0,0.3396978419952997
12516,90,3,1919.76,1.0,0.6862531489413293
12517,35,2,1538.7,1.0,0.7307257434485671
12518,19,1,324.83,1.0,0.8588823011384906
12519,386,1,385.7,1.0,0.13641003903987156
12520,51,4,2045.85,1.0,0.47294226416184465
12521,52,1,599.68,0.0,0.6433323679689199
12523,17,19,3600.13,1.0,0.9847457004175304
12524,71,15,9762.87,1.0,0.9330145926044923
12525,407,3,973.73,0.0,0.03146823614095533
12526,3,1,520.3,1.0,0.6522644013308384
12527,204,4,671.72,1.0,0.7548495566257792
12528,24,4,1287.37,1.0,0.7257578083413662
12529,437,1,316.48,0.0,0.16943117461074397
12530,33,8,3318.63,1.0,0.9050025548564462
12531,595,1,1807.98,1.0,0.36666211804815485
12533,537,2,1367.89,0.0,0.3522493745772236
12534,40,1,1089.18,0.0,0.3087200726576152
12535,1,2,716.35,0.0,0.6344527943140262
12537,318,1,732.94,0.0,0.35871025845719495
12538,287,1,276.5,1.0,0.5348356583864669
12539,171,6,10164.09,1.0,0.834367086992785
12540,1,27,18101.11,1.0,0.9960105981482623
12541,82,2,536.14,1.0,0.5156586910715727
12542,393,2,481.88,0.0,0.07341923091588619
12543,357,1,980.25,0.0,0.35842971044188976
12545,169,1,628.15,1.0,0.41156943765712894
12547,107,3,383.58,0.0,0.3831320136617959
12548,75,1,95.2,0.0,0.20848441209434862
12549,485,6,1575.68,0.0,0.05314926688914677
12551,267,1,168.0,0.0,0.15966848531684258
12553,19,9,3336.06,1.0,0.9234860573345591
12554,358,1,468.5,0.0,0.4305007856106062
12555,591,1,129.23,0.0,0.005648288190642732
12556,60,1,312.9,1.0,0.7420636178914682
12557,67,7,15726.14,1.0,0.9407864194789267
12559,220,2,561.71,0.0,0.16992440666384556
12560,21,2,1436.31,1.0,0.8430767304633803
12561,212,1,238.85,0.0,0.2084444871652609
12562,36,5,2790.41,1.0,0.6795746607487977
12563,318,1,249.24,0.0,0.274254186771935
12564,170,1,456.9,0.0,0.28647055973920865
12565,198,1,145.92,0.0,0.19754166807443926
12567,5,14,12158.56,1.0,0.9785586925843828
12568,554,1,70.0,0.0,0.041764844361904925
12569,1,15,2167.68,1.0,0.6640223835891663
12570,591,1,77.52,0.0,0.003098004344288677
12571,31,1,248.35,1.0,0.6396171738644548
12573,136,5,717.41,0.0,0.40111321801360145
12574,225,1,218.45,0.0,0.2758260414872869
12575,366,2,622.8199999999999,0.0,0.17987024255357342
12576,5,7,1763.44,1.0,0.4081781097101688
12577,268,6,1191.84,1.0,0.2649205444092452
12578,239,3,3456.6,1.0,0.6329785924587022
12580,156,2,1052.9,0.0,0.2598985276463868
12582,148,4,1980.4,0.0,0.43651799050152595
12583,16,21,11398.27,1.0,0.9920904477522923
12584,36,4,782.59,1.0,0.7548982195260724
12585,143,2,2040.1,0.0,0.26383812622129577
12586,284,3,1865.73,1.0,0.45953580744987
12588,308,3,743.88,1.0,0.7231742524804902
12589,54,7,4180.48,1.0,0.7752950140813248
12590,120,2,9864.26,0.0,0.5815963250024353
12591,226,3,1352.15,0.0,0.21357021668146003
12592,1,5,2582.66,0.0,0.5664431609190449
12593,18,3,418.1,0.0,0.6581943125951077
12594,30,13,4281.79,1.0,0.9821086442153413
12595,414,1,299.02,0.0,0.065414840239495
12596,151,1,269.95,1.0,0.6177935928414359
12597,92,2,1428.81,1.0,0.6871112934490134
12598,71,7,3095.39,1.0,0.9031063464128526
12599,36,12,2121.18,1.0,0.8864790730995968
12600,22,19,4381.4400000000005,1.0,0.9943037396169501
12601,99,6,681.26,0.0,0.29584299771284134
12604,171,1,178.5,1.0,0.21026355637748448
12605,285,4,1232.95,0.0,0.25017705381673266
12606,591,1,21.0,0.0,0.03954530639718483
12608,314,1,415.79,0.0,0.2552523151478694
12609,95,8,3109.74,1.0,0.9008970001875111
12610,15,2,1256.25,1.0,0.8405230693031143
12613,107,9,4953.21,1.0,0.8844285619796033
12614,187,1,315.6,0.0,0.14177887283570156
12615,77,5,4084.53,1.0,0.5981555238930361
12616,4,3,1131.1,0.0,0.48908820038306544
12619,25,6,2227.6,1.0,0.6216627951286812
12620,114,1,561.66,1.0,0.4492889908556848
12621,9,30,21281.18,1.0,0.9957589219813536
12622,141,1,180.1,0.0,0.14140875363786704
12623,185,7,3747.84,0.0,0.4936320341362291
12624,15,2,641.13,0.0,0.818935836233716
12625,121,4,5164.88,0.0,0.5709778556925824
12626,22,6,4774.0,1.0,0.6731658543885374
12627,5,5,2727.83,1.0,0.6166351683465192
12629,295,2,1558.22,0.0,0.1424894189923592
12631,365,5,2841.07,1.0,0.6501857996226886
12632,430,2,804.88,0.0,0.13258682867748295
12633,39,6,5462.93,1.0,0.68518126627819
12634,445,2,490.0,0.0,0.10772222072496154
12635,64,3,1924.87,1.0,0.5349886542698424
12636,648,1,141.0,0.0,0.055652718580337546
12637,1,11,7981.91,1.0,0.972953672391214
12638,549,1,249.8,1.0,0.018573123767147984
12639,148,3,1312.37,0.0,0.2622866615318266
12641,24,1,185.9,0.0,0.3009728999320412
12642,17,1,366.45,1.0,0.784477015553891
12643,37,12,8350.42,0.0,0.6562377025686514
12644,39,4,1918.49,0.0,0.38271622040474856
12645,19,7,3074.98,1.0,0.9315429483649939
12647,35,33,17088.24,1.0,0.9412755729856962
12648,64,4,1112.0,0.0,0.5106027644035874
12649,16,8,2294.65,0.0,0.7684000206538604
12651,244,4,377.75,0.0,0.25298230832299534
12652,240,2,1017.03,0.0,0.1442437758853782
12653,58,3,4160.83,0.0,0.41978859829865167
12654,107,3,337.75,1.0,0.4434096388447519
12655,333,1,261.35,0.0,0.31209639007517387
12656,25,6,5177.33,1.0,0.7754393520060349
12661,345,1,162.0,0.0,0.02680591901669572
12662,16,16,5791.900000000001,1.0,0.9345014433612966
12663,534,2,239.4,0.0,0.10674863393667625
12664,53,5,3145.64,1.0,0.8737840199255235
12665,234,3,313.6,0.0,0.16274727148950816
12666,303,1,1248.42,0.0,0.31447607340136724
12668,168,9,10562.0,1.0,0.924881926028936
12669,60,3,2744.03,0.0,0.4976988593674432
12670,8,5,2398.71,1.0,0.8138094212494985
12671,515,1,2622.481,0.0,0.014506207971131734
12672,239,2,437.05,0.0,0.15417182246539618
12673,236,2,840.4,1.0,0.25345416969190226
12674,1,3,1402.0,1.0,0.7244343021386107
12675,463,2,958.5,0.0,0.09852155085477926
12676,33,9,2509.75,1.0,0.9287983571251198
12677,464,2,395.1,0.0,0.08644255008384949
12678,10,18,24934.98,1.0,0.9159798357877935
12679,115,2,906.38,1.0,0.7385349028793115
12680,22,1,311.78,1.0,0.5728281951237845
12681,61,38,26947.32,1.0,0.8269668821460469
12682,10,41,19965.61,1.0,0.9963046062281695
12683,2,18,10842.4,1.0,0.9945933887303924
12684,80,4,1379.48,1.0,0.7194261792483232
12685,2,2,1606.42,1.0,0.664525125049575
12686,281,1,178.28,0.0,0.2175490387056754
12687,390,2,2138.91,0.0,0.1563041123990652
12688,23,1,4873.81,0.0,0.678598194243039
12689,37,1,511.03,1.0,0.5196470998823409
12690,115,1,389.01,0.0,0.4584188726513992
12691,54,5,690.9,1.0,0.40788522675910976
12692,546,1,110.95,0.0,0.06461712382058155
12693,36,7,1703.02,0.0,0.7213484428522497
12694,92,2,1413.18,1.0,0.6871112934490134
12695,16,5,1158.92,1.0,0.6546721912329703
12696,344,2,851.91,0.0,0.36548999166753415
12697,40,2,733.91,1.0,0.767956678954923
12698,499,1,339.75,0.0,0.01573702172676818
12699,327,1,638.11,0.0,0.5048343123880089
12700,65,2,2149.05,1.0,0.5513465946847862
12701,151,5,1985.78,1.0,0.759938262400689
12703,542,3,722.98,1.0,0.2933568631603195
12704,15,3,1100.92,1.0,0.7590126562926331
12705,67,9,9056.33,1.0,0.9616662890682938
12707,201,1,603.42,0.0,0.29011917959914757
12708,11,15,4632.96,1.0,0.9946836046514925
12709,5,30,28587.61,1.0,0.9989803473104218
12710,6,3,1149.02,0.0,0.6114787055019182
12711,521,2,1339.05,0.0,0.2891070186161974
12712,16,19,6710.610000000001,1.0,0.9926868908047869
12714,16,11,12774.55,1.0,0.9214599844580588
12715,15,1,353.86,0.0,0.8698691417300374
12716,42,1,677.9,1.0,0.6787468119351423
12717,60,3,1308.91,0.0,0.4665307089239087
12720,3,22,6168.78,1.0,0.9989698589801387
12721,92,6,3055.86,1.0,0.8693075038465016
12722,24,3,929.65,1.0,0.7583107397941954
12724,82,5,1566.47,1.0,0.7172497410385457
12725,280,4,2694.56,0.0,0.40080711917221407
12726,94,9,2872.82,1.0,0.9082960725873317
12727,4,9,5036.53,1.0,0.9148258896094886
12728,166,4,851.15,1.0,0.5447211644505388
12729,23,1,453.01,0.0,0.42809550269976576
12730,431,1,829.25,0.0,0.2769651075946675
12731,53,13,18204.05,1.0,0.8255919303912144
12732,89,1,236.26,0.0,0.4229172326224367
12733,143,4,2424.87,0.0,0.5134056351138258
12734,262,3,639.65,0.0,0.47160051833072536
12735,224,2,779.5699999999999,0.0,0.37089875286128426
12736,242,1,234.0,0.0,0.23515259631160138
12737,408,2,3710.5,0.0,0.010002925651215034
12738,281,1,310.7,0.0,0.23078822166625856
12739,8,3,2689.23,1.0,0.8417805662589373
12741,438,2,406.07,0.0,0.15139746334925985
12742,535,1,1201.52,0.0,0.08160168998356508
12743,43,2,546.43,0.0,0.34590852727895827
12744,54,9,18249.74,1.0,0.9240299573066866
12745,396,3,925.41,0.0,0.13594703350184983
12746,450,1,254.55,0.0,0.10471681535810237
12747,19,23,7849.93,1.0,0.9885337846892079
12748,0,259,36987.41,1.0,0.9992534305640329
12749,40,7,5561.71,1.0,0.7553776898415053
12750,38,1,275.88,0.0,0.36412444283904005
12751,354,1,268.27,0.0,0.3891354013944033
12753,45,5,16620.91,1.0,0.9358223694488013
12754,145,3,3010.74,0.0,0.5062749840386246
12755,190,11,9030.66,0.0,0.51648315229007
12757,52,7,5281.08,1.0,0.7834727889026577
12758,26,7,9903.24,0.0,0.6688126259702106
12759,81,7,4571.82,1.0,0.811084398673894
12760,365,1,347.8,0.0,0.3775795231176243
12761,367,2,782.95,0.0,0.06845566243658695
12763,47,2,814.16,0.0,0.49724417929954245
12764,226,1,1693.88,0.0,0.14464936332875578
12765,381,6,1404.58,0.0,0.12732222592178602
12766,58,7,8030.84,1.0,0.9524080947860208
12767,285,1,949.82,0.0,0.16500415424503007
12768,360,1,168.69000000000003,0.0,0.041214852619471845
12769,148,1,1143.6,0.0,0.1277428468601673
12770,120,2,3246.45,0.0,0.28472334198299104
12771,395,1,282.3,0.0,0.11053237902908183
12773,473,1,124.25,0.0,0.014002766482098496
12774,445,1,98.7,0.0,0.09054066695658564
12775,99,6,1464.76,1.0,0.7654988230223986
12776,577,1,55.5,0.0,0.05358081173561098
12777,367,1,519.45,0.0,0.17260262384444797
12778,92,7,1445.51,1.0,0.8812904002858679
12779,99,13,5740.32,1.0,0.9340482601112086
12780,508,1,337.4,0.0,0.016378836749955494
12781,194,1,549.26,1.0,0.33390368701568746
12782,59,10,4365.99,1.0,0.9574645554286768
12784,438,1,1230.33,1.0,0.5435438936215345
12785,273,3,1100.4,0.0,0.4213897960839627
12786,519,1,728.5,0.0,0.21555913718953557
12787,1,3,743.18,1.0,0.7611584664648466
12788,372,4,444.9,0.0,0.08622009952843149
12789,422,2,181.5,1.0,0.13673903390840608
12790,101,2,591.85,0.0,0.3210535797394709
12791,283,6,1056.11,0.0,0.18521569739535423
12792,166,2,827.01,0.0,0.3222761789480436
12793,244,3,1017.33,0.0,0.2557898776950494
12794,8,1,317.0,1.0,0.7913928495683846
12796,537,1,381.0,0.0,0.03070701699419698
12797,275,2,806.11,0.0,0.32573216585969983
12798,80,2,3140.93,1.0,0.5836081352568465
12799,438,1,219.35,0.0,0.06564973129586958
12800,379,3,584.25,0.0,0.04487194515038153
12801,410,1,1071.82,0.0,0.08481383865041119
12802,96,7,2416.42,0.0,0.7743489677833417
12803,302,1,1092.81,0.0,0.3677404334226251
12804,375,2,327.02,0.0,0.09325456642223244
12805,291,4,1434.95,0.0,0.21946829737246876
12806,344,4,2878.96,0.0,0.14101734206628305
12807,292,1,330.35,0.0,0.20504244858415227
12808,94,4,703.8000000000001,1.0,0.6901747282820533
12809,87,3,1755.94,0.0,0.4155976173677952
12810,444,2,534.99,0.0,0.12946344205769839
12811,170,5,1033.9,0.0,0.34714064174248066
12813,411,3,1687.8,0.0,0.03648138625894717
12814,11,1,125.92,0.0,0.4998440055401353
12815,57,2,1063.46,0.0,0.5562884211998256
12816,5,2,572.2,0.0,0.2962058382597816
12817,190,3,690.98,0.0,0.5389723487021174
12818,171,1,1542.08,0.0,0.20262181108079072
12819,367,1,540.52,0.0,0.09449719355892286
12820,236,8,1917.64,1.0,0.7680712906761157
12821,123,2,220.8,0.0,0.5101268027943056
12823,36,17,5966.0,1.0,0.9812106954337816
12825,430,2,518.63,0.0,0.2741831054965836
12826,88,9,2299.65,1.0,0.7681825083962891
12828,8,3,415.51,1.0,0.8109673317469878
12829,246,3,385.3,0.0,0.26771939927779587
12830,0,5,6414.32,1.0,0.7998524136736022
12831,171,3,451.11,0.0,0.5109834954004775
12832,7,1,267.8,1.0,0.7476445324133244
12833,54,1,417.38,0.0,0.6125180708484415
12834,192,1,312.38,0.0,0.14775010606952932
12835,337,41,6043.31,0.0,0.026880171674724937
12836,46,14,6085.29,1.0,0.982409475209373
12837,82,2,688.41,0.0,0.48691324435037625
12838,283,9,3106.14,1.0,0.70062067695523
12839,1,21,7577.7,1.0,0.9977622586290386
12840,53,7,4041.97,0.0,0.7287862237218882
12841,16,32,6369.77,1.0,0.9937822740462203
12842,218,3,1109.73,1.0,0.26822321898653734
12843,69,29,6578.46,1.0,0.8301841292125866
12844,39,3,497.52,1.0,0.6937011125888306
12845,176,4,354.09,0.0,0.16128676667600098
12846,591,1,15.58,0.0,0.03954530639718483
12847,297,1,765.36,1.0,0.6888879981894481
12848,585,1,208.0,0.0,0.037340467818229896
12849,178,5,2744.17,1.0,0.6478481923009998
12850,355,1,330.0,0.0,0.3742505817570088
12851,6,2,284.13,0.0,0.547625596793596
12852,204,1,311.55,0.0,0.106125545501
12853,44,11,3907.5,0.0,0.7085019687398193
12854,150,6,2479.89,1.0,0.5971349943003922
12855,282,4,650.9399999999999,0.0,0.48171874413430804
12857,120,6,3688.0,0.0,0.6941811399357151
12858,292,1,177.92,0.0,0.08443155850210159
12859,368,1,575.1,0.0,0.12121455031916871
12860,602,1,55.47,0.0,0.02202095285186484
12861,529,1,68.25,0.0,0.17109118400327547
12862,335,2,1008.32,0.0,0.17788471657882218
12863,288,5,2271.35,1.0,0.737758681794038
12864,47,2,299.57,0.0,0.6367284857875345
12865,33,3,2736.62,1.0,0.8238657188435932
12866,192,3,1227.35,0.0,0.3763579736811785
12867,5,12,6902.21,1.0,0.9132842785944726
12868,95,8,2247.06,0.0,0.6903672475009277
12869,591,1,337.67,0.0,0.006439407716870162
12870,284,3,1676.95,0.0,0.16332630390743755
12871,116,2,495.38,1.0,0.6006969471370421
12872,236,12,3685.49,0.0,0.5719724064258583
12873,191,3,2027.3,0.0,0.40606117656357504
12874,294,2,948.42,0.0,0.2232153149017208
12875,52,5,1356.99,0.0,0.7189056257991994
12876,105,3,2590.2000000000003,1.0,0.4781724517379658
12877,34,17,2478.63,1.0,0.9701512154426506
12878,145,2,854.99,0.0,0.3133669256895144
12879,1,1,140.5,1.0,0.840093476919071
12880,291,2,640.13,0.0,0.5339252605159057
12881,185,1,298.0,0.0,0.40167053391466284
12885,33,1,645.35,1.0,0.8653247900987459
12886,129,1,775.0,1.0,0.46729864888311956
12887,293,1,222.4,0.0,0.3580924441301147
12888,123,2,354.12,0.0,0.14980073129806665
12889,290,4,385.46,0.0,0.18234993226952878
12890,296,1,336.8,1.0,0.24641428370032184
12891,95,11,840.5,0.0,0.2875118818791818
12892,306,1,263.38,0.0,0.28997937685880393
12894,484,1,157.35,0.0,0.06721156752312295
12897,114,4,514.25,0.0,0.5007171851462888
12898,373,2,310.96000000000004,0.0,0.05757311837108415
12899,323,1,366.4,0.0,0.19813403384883357
12900,331,1,340.33,0.0,0.200754733689972
12901,18,19,11639.47,1.0,0.9171735309991528
12902,174,1,138.68,0.0,0.22512156243859924
12903,338,1,833.53,0.0,0.25681689478146014
12904,81,1,244.69,1.0,0.49878098218165967
12905,486,2,1018.42,0.0,0.06519462796122434
12907,305,2,508.91,0.0,0.2971697058057327
12908,85,5,1776.0,0.0,0.5767839547689055
12909,111,6,2452.89,1.0,0.8363609097879888
12910,43,9,4208.38,1.0,0.8702103464626765
12911,461,1,1680.47,0.0,0.1073891935825131
12913,192,11,5083.62,1.0,0.6306088939963613
12914,310,1,223.98,0.0,0.48161944727274325
12915,58,4,1174.75,0.0,0.5027891446988395
12916,48,7,4654.02,0.0,0.7413517515962322
12917,37,6,4359.2,0.0,0.694810318877076
12918,535,1,10953.5,0.0,0.05436378104897376
12919,26,3,441.65,1.0,0.7881584161685306
12920,480,3,323.86,1.0,0.2833169452715384
12921,7,61,29417.42,1.0,0.9980897580973692
12922,70,1,405.38,0.0,0.3490118256692507
12923,299,2,612.9,1.0,0.5977605784081313
12924,107,11,2190.9700000000003,1.0,0.9025077859718403
12925,502,1,35.28,1.0,0.24886232047662757
12926,320,4,1548.46,0.0,0.1448008032396418
12927,304,1,197.31,0.0,0.3379956899770359
12928,57,10,3378.33,1.0,0.9472666154806277
12929,221,1,117.85,0.0,0.24624890250508608
12930,80,1,221.56,1.0,0.45607958902264756
12931,11,53,82822.08,1.0,0.9968957261706032
12932,448,8,1698.56,0.0,0.0484731619151731
12933,80,7,1436.99,1.0,0.8613306431095233
12934,646,1,181.65,0.0,0.32309626397031027
12935,19,12,3618.5,1.0,0.9540263636583289
12937,106,7,2021.57,1.0,0.7201148317869724
12939,47,16,21673.08,1.0,0.9403408138752123
12941,633,1,377.49,0.0,0.010873234869824125
12942,40,3,942.65,0.0,0.4577669608814108
12943,467,2,496.5,0.0,0.07705085230203437
12944,264,1,286.95,1.0,0.5101847760753443
12945,197,2,900.11,0.0,0.4167255755293615
12946,346,1,324.45,0.0,0.33913868500567734
12947,53,6,1908.03,0.0,0.6042564743335237
12948,14,6,1676.44,1.0,0.69524464513682
12949,23,21,14808.9,1.0,0.9168236431336017
12951,83,14,2901.4300000000003,1.0,0.9548454656828397
12953,431,1,498.96,1.0,0.5479842235523515
12954,548,1,162.45,0.0,0.03847156016404181
12955,2,6,1843.36,1.0,0.577346989244402
12956,215,4,521.89,0.0,0.14407194017598332
12957,95,9,6404.72,1.0,0.8602776891968026
12958,309,2,539.49,0.0,0.32001118993135325
12959,393,1,150.95,0.0,0.018327755854065757
12960,323,4,1322.07,0.0,0.36610405490702536
12961,288,1,211.99,0.0,0.2561680347757322
12962,22,1,170.54000000000002,1.0,0.2904779124217403
12963,275,5,2110.76,1.0,0.6808477318670549
12964,346,1,132.24,0.0,0.04125372371487419
12967,267,3,4306.92,0.0,0.41858876500542164
12968,21,1,135.95,0.0,0.5599886217028889
12969,512,1,122.45,0.0,0.0214328818631395
12970,231,8,1096.53,1.0,0.5633000512316539
12971,1,94,12948.2,1.0,0.9993536084076823
12972,323,4,1161.2,0.0,0.17189465718223892
12973,323,1,385.55,0.0,0.29256749230028234
12974,107,2,408.95,0.0,0.1946658863115819
12975,346,6,2100.09,0.0,0.19464019890346834
12976,121,8,3156.38,0.0,0.7383592847817145
12977,65,4,517.63,0.0,0.46673791346164534
12978,294,5,2502.82,0.0,0.6254229491805452
12979,638,1,517.7,0.0,0.04364757272017085
12980,67,21,16245.78,0.0,0.4427930186089542
12981,42,1,187.18,1.0,0.24392373599399653
12982,152,8,2744.81,0.0,0.6977625927406186
12983,507,1,490.08,0.0,0.21335311497792325
12986,338,10,2729.84,0.0,0.24309079645254442
12987,107,4,1057.81,1.0,0.4816021327553727
12988,201,1,535.32,0.0,0.29187963956015195
12989,67,26,11096.78,1.0,0.9206858483040194
12990,94,6,809.9,1.0,0.6146008571657352
12991,21,2,564.62,1.0,0.5622358430479096
12992,634,1,93.35,0.0,0.004407499903128541
12993,30,7,1217.27,1.0,0.8478032900916307
